accession	clan	clan_description	PSSM_Id	GMSC_count	GMSC_fraction	short_name	description	PSSM_Length	clan_id	short_description	group
00401	ATPD-E_C	superfamily	425663	95	7.004830383562391e-05	ATP-synt_DE	ATP synthase, Delta/Epsilon chain, long alpha-helix domain. Part of the ATP synthase CF(1). These subunits are part of the head unit of the ATP synthase. This subunit is called epsilon in bacteria and delta in mitochondria. In bacteria the delta (D) subunit is equivalent to the mitochondrial Oligomycin sensitive subunit, OSCP (pfam00213).	45	CL0753	ATP synthase, Delta/Epsilon chain, long alpha-helix domain	superfamily
01894			426499	95	7.004830383562391e-05	UPF0047	Uncharacterized protein family UPF0047. This family has no known function. The alignment contains a conserved aspartate and histidine that may be functionally important.	116		Uncharacterised protein family UPF0047	Domain of unknown function
08279	HTH	Helix-turn-helix clan	429896	95	7.004830383562391e-05	HTH_11	HTH domain. This family includes helix-turn-helix domains in a wide variety of proteins.	52	CL0123	HTH domain	Helix-turn-helix clan
00411	S11_L18p	Ribosomal protein S11/L18p superfamily	306838	95	7.004830383562391e-05	Ribosomal_S11	Ribosomal protein S11. 	109	CL0267	Ribosomal protein S11	Ribosomal protein
01047	HTH	Helix-turn-helix clan	426012	95	7.004830383562391e-05	MarR	MarR family. The Mar proteins are involved in the multiple antibiotic resistance, a non-specific resistance system. The expression of the mar operon is controlled by a repressor, MarR. A large number of compounds induce transcription of the mar operon. This is thought to be due to the compound binding to MarR, and the resulting complex stops MarR binding to the DNA. With the MarR repression lost, transcription of the operon proceeds. The structure of MarR is known and shows MarR as a dimer with each subunit containing a winged-helix DNA binding motif.	59	CL0123	MarR family	Helix-turn-helix clan
04956	TrbC_VirB2	TrbC/VirB2 pilin superfamily	398559	94	6.931095326893314e-05	TrbC	TrbC/VIRB2 family. Conjugal transfer protein, TrbC has been identified as a subunit of the pilus precursor in bacteria. The protein undergoes three processing steps before gaining its mature cyclic structure. This family also contains several VIRB2 type IV secretion proteins. The virB2 gene encodes a putative type IV secretion system and is known to be a pathogenicity factor in Bartonella species.	98	CL0690	TrbC/VIRB2 pilin	TrbC/VirB2 pilin superfamily
13186			433020	94	6.931095326893314e-05	SPASM	Iron-sulfur cluster-binding domain. This domain occurs as an additional C-terminal iron-sulfur cluster binding domain in many radical SAM domain, pfam04055 proteins. The domain occurs in a number of proteins that modify a protein to become an active enzyme, or a peptide to become a ribosomal natural product. The domain is named SPASM because it occurs in the maturases of Subilitosin, PQQ, Anaerobic Sulfatases, and Mycofactocin.	66		Iron-sulfur cluster-binding domain	Iron-sulfur cluster-binding domain
09180			430455	94	6.931095326893314e-05	ProRS-C_1	Prolyl-tRNA synthetase, C-terminal. Members of this family are predominantly found in prokaryotic prolyl-tRNA synthetase. They contain a zinc binding site, and adopt a structure consisting of alpha helices and antiparallel beta sheets arranged in 2 layers, in a beta-alpha-beta-alpha-beta motif.	67		Prolyl-tRNA synthetase, C-terminal	Prolyl-tRNA synthetase
10984			431579	93	6.857360270224236e-05	DUF2794	Protein of unknown function (DUF2794). This is a bacterial family of proteins with unknown function.	84		Protein of unknown function (DUF2794)	Domain of unknown function
13591	HTH	Helix-turn-helix clan	433334	93	6.857360270224236e-05	MerR_2	MerR HTH family regulatory protein. 	84	CL0123	MerR HTH family regulatory protein	Helix-turn-helix clan
13396			433173	93	6.857360270224236e-05	PLDc_N	Phospholipase_D-nuclease N-terminal. This family is often found at the very N-terminus of proteins from the phospholipase_D-nuclease family, PLDc, pfam00614. However, a large number of members are full-length within this family.	43		Phospholipase_D-nuclease N-terminal	Phospholipase_D-nuclease N-terminal
08770	E-set	Ig-like fold superfamily (E-set)	430205	93	6.857360270224236e-05	SoxZ	Sulphur oxidation protein SoxZ. SoxZ forms an anti parallel beta structure and forms a complex with SoxY. Sulphur oxidation occurs at the thiol of a conserved cysteine residue of the SoxY subunit.	95	CL0159	Sulphur oxidation protein SoxZ	Ig-like fold superfamily (E-set)
17886	HSP20	HSP20-like chaperone superfamily	436117	93	6.857360270224236e-05	ArsA_HSP20	HSP20-like domain found in ArsA. This domain is found at the C-terminus of ArsA like proteins. This domain is related to HSP20.	63	CL0190	HSP20-like domain found in ArsA	HSP20-like chaperone superfamily
16561	GHD	Glycosyl hydrolase domain superfamily	435431	92	6.783625213555158e-05	AMPK1_CBM	Glycogen recognition site of AMP-activated protein kinase. AMPK1_CBM is a family found in close association with AMPKBI pfam04739. The surface of AMPK1_CBM reveals a carbohydrate-binding pocket.	85	CL0369	Glycogen recognition site of AMP-activated protein kinase	Glycosyl hydrolase domain superfamily
00392	HTH	Helix-turn-helix clan	306822	91	6.709890156886079e-05	GntR	Bacterial regulatory proteins, gntR family. This family of regulatory proteins consists of the N-terminal HTH region of GntR-like bacterial transcription factors. At the C-terminus there is usually an effector-binding/oligomerization domain. The GntR-like proteins include the following sub-families: MocR, YtrR, FadR, AraR, HutC and PlmA, DevA, DasR. Many of these proteins have been shown experimentally to be autoregulatory, enabling the prediction of operator sites and the discovery of cis/trans relationships. The DasR regulator has been shown to be a global regulator of primary metabolism and development in Streptomyces coelicolor.	64	CL0123	Bacterial regulatory proteins, gntR family	Helix-turn-helix clan
14310	E-set	Ig-like fold superfamily (E-set)	433860	91	6.709890156886079e-05	Fn3-like	Fibronectin type III-like domain. This domain has a fibronectin type III-like structure. It is often found in association with pfam00933 and pfam01915. Its function is unknown.	70	CL0159	Fibronectin type III-like domain	Ig-like fold superfamily (E-set)
12088			432322	91	6.709890156886079e-05	DUF3565	Protein of unknown function (DUF3565). This family of proteins is functionally uncharacterized. This protein is found in bacteria. Proteins in this family are typically between 30 to 78 amino acids in length. This protein has two conserved sequence motifs: WVA and CGH.	56		Protein of unknown function (DUF3565)	Domain of unknown function
06347	SH3	Src homology-3 domain	428898	91	6.709890156886079e-05	SH3_4	Bacterial SH3 domain. This family consists of several hypothetical bacterial proteins of unknown function. These are composed of SH3-like domains.	56	CL0010	Bacterial SH3 domain	Src homology-3 domain
03831	SH3	Src homology-3 domain	427535	91	6.709890156886079e-05	PhnA	PhnA domain. 	69	CL0010	PhnA domain	Src homology-3 domain
09339	HTH	Helix-turn-helix clan	430539	90	6.636155100217002e-05	HTH_IclR	IclR helix-turn-helix domain. 	52	CL0123	IclR helix-turn-helix domain	Helix-turn-helix clan
03960	Thioredoxin	Thioredoxin-like	427617	90	6.636155100217002e-05	ArsC	ArsC family. This family is related to glutaredoxins pfam00462.	109	CL0172	ArsC family	Thioredoxin-like
13740	ACT	ACT-like domain	433446	90	6.636155100217002e-05	ACT_6	ACT domain. ACT domains bind to amino acids and regulate associated enzyme domains.	76	CL0070	ACT domain	ACT-like domain
11706			432014	90	6.636155100217002e-05	zf-CGNR	CGNR zinc finger. This family consists of a C-terminal zinc finger domain. It seems likely to be DNA-binding given the conservation of many positively charged residues. The domain is named after a highly conserved motif found in many members of the family.	44		CGNR zinc finger	CGNR zinc finger
09905			430916	90	6.636155100217002e-05	VF530	DNA-binding protein VF530. VF530 contains a unique four-helix motif that shows some similarity to the C-terminal double-stranded DNA (dsDNA) binding domain of RecA, as well as other nucleic acid binding domains.	63		DNA-binding protein VF530	DNA-binding protein VF530
11238			431751	89	6.562420043547923e-05	DUF3039	Protein of unknown function (DUF3039). This family of proteins with unknown function appears to be restricted to Actinobacteria.	55		Protein of unknown function (DUF3039)	Domain of unknown function
04025	KH	K-Homology (KH) domain Superfamily	427658	89	6.562420043547923e-05	DUF370	Domain of unknown function (DUF370). Bacterial domain of unknown function.	73	CL0007	Extracellular matrix regulatory protein A-like	K-Homology (KH) domain Superfamily
07076	OB	OB fold	429278	89	6.562420043547923e-05	DUF1344	Protein of unknown function (DUF1344). This family consists of several short, hypothetical bacterial proteins of around 80 residues in length. Members of this family are found in Rhizobium, Agrobacterium and Brucella species. The function of this family is unknown.	59	CL0021	Protein of unknown function (DUF1344)	OB fold
02643			426898	88	6.488684986878846e-05	DUF192	Uncharacterized ACR, COG1430. Two structures have been solved for members of this large (>500 members) family of bacterial proteins present mostly in environmental bacteria and metagenomes (distant homologs are also present in several Plasmodium species). TOPSAN analysis for Structure 3pjy shows that there is much similarity with the other solved structure, Structure 3m7a, solved for UniProt:Q2GA55 (Saro_0823), a homolog of Thermotoga maritima TM1668, UniProt:Q9X1Z6., The homolog in Caulobacter crescentus (CC1388), UniProt:Q9A8G6, is associated with CspD, a cold shock protein (CC1387), UniProt:Q9A8G7. However, the genomic context of UniProt:Q2GA55 is most conserved with a putative xylose isomerase, suggesting a possible role in extracellular sugar processing. Saro_0821, UniProt:Q2GA57, is annotated as an AMP-dependent synthetase and ligase. Structure 3m7a structure corresponds to the C-terminal (27-165) fragment of the YP_496102 (Saro_0823) protein and it is structurally unique, as the best hits from Dali have a Z-score of 3.8 (1nt0, 2j1t, 3kq4) and it is thus a likely candidate for a new fold. Interestingly, many of the top Dali hits are involved in sugar metabolism. There are no obvious active site-like cavities on the protein surface of 3m7a (http://www.topsan.org/Proteins/JCSG/).	103		Uncharacterized ACR, COG1430	Uncharacterized ACR
00027	Cupin	Cupin fold	425428	88	6.488684986878846e-05	cNMP_binding	Cyclic nucleotide-binding domain. 	89	CL0029	Cyclic nucleotide-binding domain	Cupin fold
