BGC_region,Start,End,Length
c00023_SRR1058...region001,0,6592,6592
c00204_SRR8879...region001,0,6592,6592
c00473_S193bin...region001,0,6592,6592
c00166_SRR8879...region001,2513,9104,6591
c00167_SRR8439...region001,0,6591,6591
c00299_SRR1048...region001,7381,13972,6591
c00159_S309bin...region001,0,6590,6590
c00213_SRR5699...region001,0,6590,6590
c00465_SRR7026...region001,0,6590,6590
c00974_SRR4028...region001,0,6590,6590
c01161_SRR1161...region001,0,6590,6590
c00055_S335bin...region001,0,6589,6589
c00470_SRR1183...region001,0,6589,6589
c00490_SRR8438...region001,0,6589,6589
c00026_SRR1012...region001,0,6588,6588
c00346_SRR5919...region001,0,6588,6588
c00662_SRR5579...region001,0,6586,6586
c00050_SRR8438...region001,0,6585,6585
c00270_SRR5468...region001,0,6585,6585
c00361_S318bin...region001,0,6585,6585
c00048_SRR9009...region001,0,6584,6584
c00557_SRR9656...region001,0,6584,6584
c00211_SRR1146...region001,0,6583,6583
c00284_SRR5665...region001,0,6583,6583
c00307_SRR9650...region001,0,6583,6583
c00584_SRR1146...region001,0,6583,6583
c00112_SRR6184...region001,0,6582,6582
c00175_SRR5823...region001,0,6582,6582
c00211_SRR5207...region001,0,6582,6582
c00730_SRR6517...region001,0,6582,6582
c00109_SRR5916...region001,0,6581,6581
c00151_D3rbin....region001,0,6581,6581
c00376_SRR6517...region001,0,6581,6581
c00839_SRR7629...region001,0,6581,6581
c00842_S191bin...region001,0,6581,6581
c00114_SRR1210...region001,0,6580,6580
c00293_S244bin...region001,0,6580,6580
c00094_SRR8556...region001,77759,84338,6579
c00567_D2rbin....region001,0,6579,6579
c00272_S5rebin...region001,0,6578,6578
c00281_SRR5209...region001,0,6578,6578
c01104_SRR5823...region001,0,6578,6578
c00443_SRR8881...region001,0,6577,6577
c00678_SRR1174...region001,0,6577,6577
c00280_SRR6788...region001,0,6576,6576
c00293_SRR1184...region001,0,6576,6576
c00318_SRR1095...region001,0,6576,6576
c00655_SRR5438...region001,0,6576,6576
c01757_SRR1183...region001,0,6576,6576
c00005_SRR4022...region001,0,6575,6575
c00214_R104bin...region001,0,6575,6575
c00050_SRR1036...region001,0,6574,6574
c00067_SRR1267...region001,0,6574,6574
c00437_SRR6266...region001,0,6574,6574
c01058_SRR9650...region001,0,6574,6574
c00076_S5rebin...region001,0,6572,6572
c00229_S366bin...region001,0,6572,6572
c00323_SRR7015...region001,0,6572,6572
c00443_SRR1234...region001,0,6572,6572
c00463_SRR5579...region001,0,6572,6572
c00555_SRR3514...region001,0,6572,6572
c00689_SRR5438...region001,0,6572,6572
c00838_SRR8536...region001,0,6572,6572
c00141_innerS6...region001,0,6571,6571
c00208_SRR5259...region001,0,6571,6571
c00293_SRR7004...region001,0,6571,6571
c00372_SRR1269...region001,0,6571,6571
c00022_SRR1210...region001,0,6570,6570
c00242_SRR2059...region001,0,6570,6570
c00297_SRR7471...region001,0,6570,6570
c00550_SRR4027...region001,0,6570,6570
c00093_SRR6517...region001,0,6568,6568
c00194_S258bin...region001,0,6568,6568
c00249_SRR1099...region001,0,6568,6568
c00269_S191bin...region001,0,6568,6568
c00271_SRR4030...region001,0,6568,6568
c00570_SRR5262...region001,0,6568,6568
c00749_SRR1167...region001,0,6568,6568
c00274_SRR6193...region001,0,6567,6567
c00005_S262bin...region001,14922,21488,6566
c00335_SRR5210...region001,0,6566,6566
c00397_SRR1210...region001,0,6566,6566
c00604_SRR3954...region001,0,6566,6566
c00256_GM1bin....region001,0,6565,6565
c00328_SRR5947...region001,0,6565,6565
c00450_S140bin...region001,0,6565,6565
c00603_S139bin...region001,0,6565,6565
c01098_SRR1105...region001,0,6565,6565
c01799_SRR6517...region001,0,6565,6565
c00330_SRR4030...region001,0,6564,6564
c01082_SRR1036...region001,0,6564,6564
c01102_SRR1096...region001,0,6564,6564
c00239_SRR8536...region001,0,6563,6563
c00713_SRR3514...region001,0,6563,6563
c00196_SRR5823...region001,2098,8660,6562
c00334_SRR6831...region001,0,6562,6562
c00335_SRR6185...region001,0,6562,6562
c00385_SRR1167...region001,0,6562,6562
c00744_SRR7102...region001,0,6562,6562
c00016_SRR1291...region001,0,6561,6561
c00061_SRR5665...region001,0,6561,6561
c00344_SRR7976...region001,0,6561,6561
c00518_SRR7004...region001,0,6561,6561
c00038_S366bin...region001,0,6560,6560
c00044_S329bin...region001,0,6560,6560
c00406_SRR3984...region001,0,6560,6560
c00597_SRR5262...region001,0,6559,6559
c01130_SRR1167...region001,0,6559,6559
c00160_SRR5215...region001,0,6558,6558
c00957_neis44r...region001,0,6558,6558
c00094_S155bin...region001,0,6557,6557
c00087_S384bin...region001,0,6556,6556
c00509_SRR8439...region001,0,6556,6556
c00526_SRR1267...region001,0,6556,6556
c00591_SRR8881...region001,0,6556,6556
c00660_SRR7976...region001,0,6556,6556
c00228_SRR1146...region001,0,6554,6554
c00228_SRR5195...region001,0,6554,6554
c00284_SRR5258...region001,0,6554,6554
c00383_SRR1162...region001,0,6554,6554
c00384_S385bin...region001,0,6554,6554
c00580_SRR7976...region001,0,6554,6554
c00278_SRR1214...region001,0,6553,6553
c00304_SRR3514...region001,0,6553,6553
c00367_SRR5215...region001,0,6553,6553
c00027_SRR1247...region001,0,6552,6552
c00316_SRR8549...region001,0,6552,6552
c00413_SRR1096...region001,0,6551,6551
c00472_SRR6788...region001,0,6551,6551
c00595_SRR1069...region001,0,6551,6551
c00384_SRR8556...region001,37410,43960,6550
c00599_SRR7976...region001,0,6550,6550
c00947_SRR8558...region001,0,6550,6550
c01663_SRR1183...region001,0,6550,6550
c00112_S379bin...region001,0,6549,6549
c00112_SRR8847...region001,0,6549,6549
c00181_SRR6185...region001,0,6549,6549
c00188_SRR8439...region001,0,6549,6549
c00238_SRR1276...region001,1787,8336,6549
c00700_SRR7026...region001,0,6549,6549
c00365_SRR5437...region001,0,6548,6548
c00166_S134bin...region001,0,6547,6547
c00051_SRR5712...region001,0,6546,6546
c00169_SRR9691...region001,0,6546,6546
c00310_SRR5207...region001,0,6546,6546
c00319_SRR7882...region001,1093,7639,6546
c00415_zpcx_12...region001,0,6546,6546
c00299_SRR1267...region001,0,6545,6545
c00007_SRR8553...region001,0,6544,6544
c00036_SRR8536...region001,0,6544,6544
c00403_SRR5581...region001,0,6544,6544
c00470_SRR1036...region001,0,6544,6544
c01194_S132bin...region001,0,6544,6544
c00030_SRR3972...region001,0,6543,6543
c00227_SRR9656...region001,0,6543,6543
c00773_SRR3401...region001,0,6543,6543
c00114_SRR6831...region001,0,6542,6542
c00128_S21rbin...region001,0,6542,6542
c00111_SRR1267...region001,0,6541,6541
c00221_S251bin...region001,0,6541,6541
c00424_SRR1284...region001,7484,14025,6541
c00424_SRR6266...region001,0,6541,6541
c00570_SRR3990...region001,13010,19551,6541
c00585_SRR5877...region001,0,6541,6541
c00172_SRR5699...region001,0,6540,6540
c00291_SRR8553...region001,0,6540,6540
c00358_SRR4030...region001,0,6540,6540
c00099_S288bin...region001,0,6539,6539
c00553_SRR1167...region001,0,6539,6539
c01131_SRR1241...region001,0,6539,6539
c00215_SRR3971...region001,0,6538,6538
c00564_SRR1026...region001,0,6538,6538
c00949_SRR5450...region001,0,6538,6538
c01051_SRR1161...region001,0,6538,6538
c00355_SRR5468...region001,0,6537,6537
c00517_SRR5916...region001,0,6537,6537
c00664_SRR1167...region001,0,6537,6537
c00714_SRR5823...region001,0,6537,6537
c01014_SRR1095...region001,0,6537,6537
c00103_D3rbin....region001,0,6536,6536
c00205_zpcx_26...region001,0,6536,6536
c00307_SRR1228...region001,0,6536,6536
c00039_S193bin...region001,0,6535,6535
c00272_SRR7094...region001,0,6535,6535
c00322_SRR1184...region001,0,6535,6535
c00572_S193bin...region001,0,6535,6535
c00610_SRR5918...region001,0,6535,6535
c01740_SRR8438...region001,0,6535,6535
c00173_SRR1164...region001,0,6534,6534
c00385_S252bin...region001,0,6533,6533
c00498_SRR7003...region001,0,6533,6533
c00541_SRR6517...region001,0,6533,6533
c00032_SRR1095...region001,0,6532,6532
c00155_SRR1095...region001,0,6532,6532
c00219_SRR1146...region001,0,6532,6532
c00094_SRR3985...region001,0,6531,6531
c00045_SRR1058...region001,0,6529,6529
c00104_S251bin...region001,0,6529,6529
c00161_SRR1144...region001,0,6529,6529
c00540_SRR1268...region001,3662,10191,6529
c00744_SRR7026...region001,0,6529,6529
c00755_SRR5437...region001,0,6529,6529
c00004_SRR7629...region001,0,6528,6528
c00014_SRR1284...region001,0,6527,6527
c00144_SRR6474...region001,0,6527,6527
c00218_SRR3990...region001,0,6527,6527
c00318_SRR7524...region001,0,6527,6527
c00552_SRR1269...region001,0,6527,6527
c00849_SRR5258...region001,0,6527,6527
c01453_SRR1174...region001,0,6527,6527
c00354_SRR7003...region001,0,6526,6526
c00439_SRR1171...region001,0,6526,6526
c00520_SRR5916...region001,0,6526,6526
c00595_SRR1173...region001,0,6525,6525
c00789_SRR1184...region001,0,6525,6525
c01134_SRR5855...region001,0,6525,6525
c00026_SRR5689...region001,0,6523,6523
c00067_SRR5177...region001,0,6523,6523
c00070_SRR7687...region001,0,6523,6523
c00277_SRR7629...region001,0,6523,6523
c00348_S400bin...region001,0,6523,6523
c00376_S264bin...region001,0,6523,6523
c00772_SRR1171...region001,0,6522,6522
c00132_SRR1214...region001,0,6521,6521
c00616_S383bin...region001,0,6521,6521
c00712_SRR3988...region001,0,6521,6521
c00008_S1rebin...region001,0,6520,6520
c00101_SRR1291...region001,3731,10251,6520
c00174_SRR5177...region001,0,6520,6520
c00243_SRR5133...region001,0,6520,6520
c00294_SRR5207...region001,0,6520,6520
c00871_SRR3984...region001,0,6520,6520
c00403_SRR5582...region001,0,6519,6519
c00471_SRR6958...region001,0,6519,6519
c00637_SRR1012...region001,0,6519,6519
c00227_GM1bin....region001,0,6518,6518
c00390_SRR7448...region001,0,6518,6518
c00789_SRR1036...region001,0,6518,6518
c00957_SRR7026...region001,0,6518,6518
c00525_SRR8879...region001,0,6517,6517
c00555_SRR5215...region001,0,6517,6517
c00729_SRR1182...region001,0,6517,6517
c00087_SRR1162...region001,0,6516,6516
c00125_S244bin...region001,0,6516,6516
c00561_S354bin...region001,0,6516,6516
c01685_SRR1146...region001,0,6516,6516
c00143_S313bin...region001,0,6515,6515
c00400_SRR7006...region001,0,6515,6515
c00426_SRR1167...region001,0,6515,6515
c00564_SRR7101...region001,0,6515,6515
c00621_S260bin...region001,0,6515,6515
c00156_SRR1174...region001,0,6514,6514
c00240_SRR1094...region001,0,6514,6514
c00393_SRR1267...region001,0,6514,6514
c00405_S264bin...region001,0,6514,6514
c00746_SRR8544...region001,0,6514,6514
c00114_SRR3990...region001,0,6513,6513
c00646_SRR2059...region001,0,6512,6512
c00983_S354bin...region001,0,6512,6512
c00047_SRR1048...region001,0,6511,6511
c00690_S269bin...region001,0,6511,6511
c01117_SRR1146...region001,0,6511,6511
c00046_SRR5915...region001,4112,10622,6510
c00105_SRR5690...region001,0,6510,6510
c00170_S42rbin...region001,0,6510,6510
c00175_SRR3985...region001,0,6510,6510
c00325_SRR1955...region001,0,6510,6510
c00426_SRR8543...region001,0,6509,6509
c00585_SRR5271...region001,0,6509,6509
c00630_SRR5579...region001,0,6509,6509
c00188_SRR3401...region001,8049,14557,6508
c00253_SRR1182...region001,0,6508,6508
c00421_S262bin...region001,0,6508,6508
c00562_S354bin...region001,0,6508,6508
c00085_SRR1036...region001,0,6507,6507
c00197_SRR6508...region001,5465,11972,6507
c00460_SRR9009...region001,0,6507,6507
c00757_SRR1096...region001,0,6507,6507
c00404_SRR5215...region001,0,6506,6506
c00611_SRR8543...region001,0,6506,6506
c00044_SRR6181...region001,0,6505,6505
c00082_SRR5177...region001,0,6505,6505
c00209_S141bin...region001,0,6505,6505
c00275_SRR2901...region001,0,6505,6505
c00359_SRR5855...region001,0,6505,6505
c01409_SRR1926...region001,0,6505,6505
c00267_SRR1247...region001,0,6504,6504
c00268_SRR8879...region001,0,6504,6504
c00316_SRR6517...region001,0,6504,6504
c00409_SRR1284...region001,0,6504,6504
c00441_SRR7015...region001,0,6504,6504
c00478_S271bin...region001,1326,7830,6504
c00059_SRR1095...region001,0,6503,6503
c00147_S20rbin...region001,0,6503,6503
c00358_SRR9691...region001,0,6503,6503
c00623_SRR5918...region001,0,6503,6503
c00807_GM1bin....region001,0,6503,6503
c00070_S383bin...region001,0,6502,6502
c00098_S62rbin...region001,0,6502,6502
c00086_SRR7101...region001,0,6501,6501
c00441_SRR7042...region001,0,6501,6501
c00480_SRR7976...region001,0,6501,6501
c00656_SRR7967...region001,0,6501,6501
c00779_SRR6683...region001,776,7277,6501
c00906_SRR4022...region001,0,6501,6501
c00068_SRR5713...region001,0,6500,6500
c01256_SRR3514...region001,0,6500,6500
c00244_SRR7550...region001,0,6499,6499
c00273_SRR9656...region001,0,6499,6499
c00416_SRR3974...region001,0,6498,6498
c00648_SRR2093...region001,2729,9227,6498
c00692_SRR5823...region001,0,6498,6498
c01199_SRR1015...region001,0,6498,6498
c00188_SRR5195...region001,0,6497,6497
c00219_SRR6185...region001,0,6497,6497
c00655_SRR7102...region001,0,6497,6497
c00416_SRR6181...region001,0,6496,6496
c00533_SRR5262...region001,0,6496,6496
c00755_SRR1036...region001,0,6496,6496
c00338_SRR7102...region001,0,6495,6495
c00388_SRR9691...region001,0,6495,6495
c00490_SRR7976...region001,0,6495,6495
c00946_SRR1144...region001,0,6495,6495
c01146_SRR3402...region001,0,6495,6495
c01489_SRR1265...region001,0,6495,6495
c00263_SRR6185...region001,0,6493,6493
c00489_SRR1284...region001,0,6493,6493
c00767_SRR8879...region001,0,6493,6493
c00951_S383bin...region001,0,6493,6493
c00238_SRR8536...region001,12337,18829,6492
c00299_SRR8500...region001,0,6492,6492
c00542_S132bin...region001,0,6492,6492
c00562_zpcx_26...region001,0,6492,6492
c00792_SRR5690...region001,1439,7931,6492
c01069_SRR5855...region001,0,6492,6492
c01714_SRR9691...region001,71,6563,6492
c00066_S8rebin...region001,0,6491,6491
c00276_SRR5665...region001,0,6491,6491
c00290_SRR8881...region001,0,6491,6491
c00440_innerS8...region001,0,6491,6491
c01611_SRR4241...region001,0,6491,6491
c00494_SRR7042...region001,0,6490,6490
c00543_SRR8438...region001,0,6490,6490
c00568_S132bin...region001,0,6490,6490
c00958_SRR8558...region001,0,6490,6490
c00654_SRR7882...region001,0,6489,6489
c00073_SRR9656...region001,0,6488,6488
c00100_S412bin...region001,0,6488,6488
c00234_SRR7550...region001,0,6488,6488
c00357_SRR1029...region001,0,6488,6488
c00363_SRR9650...region001,0,6488,6488
c00858_SRR6474...region001,0,6488,6488
c00201_SRR7686...region001,0,6487,6487
c00572_SRR5916...region001,0,6487,6487
c00893_zpcx_11...region001,0,6487,6487
c00956_SRR5916...region001,0,6487,6487
c00059_SRR1069...region001,0,6486,6486
c00059_SRR7687...region001,0,6486,6486
c00237_SRR7004...region001,0,6486,6486
c00372_SRR1036...region001,0,6486,6486
c00509_S313bin...region001,0,6486,6486
c00651_SRR5215...region001,0,6486,6486
c00028_zpcx_21...region001,0,6485,6485
c00138_SRR6184...region001,0,6485,6485
c00646_SRR7102...region001,0,6485,6485
c00952_SRR1105...region001,0,6484,6484
c00092_S187bin...region001,0,6483,6483
c00095_S366bin...region001,0,6483,6483
c00108_SRR1217...region001,0,6483,6483
c00216_zpcx_23...region001,0,6483,6483
c00574_ED2bin....region001,0,6483,6483
c00770_SRR8558...region001,0,6483,6483
c00077_SRR5665...region001,0,6482,6482
c00108_S213bin...region001,0,6482,6482
c00231_innerS8...region001,0,6482,6482
c01267_SRR1144...region001,0,6482,6482
c00111_SRR1926...region001,30931,37412,6481
c00166_S400bin...region001,0,6481,6481
c00691_SRR1167...region001,0,6481,6481
c00702_S265bin...region001,2840,9321,6481
c00748_SRR7097...region001,5592,12073,6481
c01173_SRR1924...region001,0,6481,6481
c00264_S326bin...region001,0,6480,6480
c00428_SRR9650...region001,0,6480,6480
c00816_S406bin...region001,0,6480,6480
c00071_SRR3984...region001,0,6479,6479
c00028_S12rbin...region001,0,6478,6478
c00183_SRR5271...region001,0,6478,6478
c00185_SRR5829...region001,0,6478,6478
c00237_SRR1174...region001,785,7263,6478
c00428_SRR1095...region001,0,6478,6478
c00461_SRR1099...region001,0,6478,6478
c00837_SRR1029...region001,0,6478,6478
c00018_SRR5699...region001,0,6477,6477
c00419_SRR8931...region001,0,6477,6477
c00041_S179bin...region001,4265,10741,6476
c00578_SRR8558...region001,0,6476,6476
c00017_SRR1095...region001,0,6475,6475
c00146_SRR8090...region001,0,6475,6475
c00316_SRR6266...region001,0,6475,6475
c00030_innerS6...region001,0,6474,6474
c00126_SRR7142...region001,22064,28538,6474
c00138_S290bin...region001,0,6474,6474
c00141_SRR6958...region001,0,6472,6472
c00821_SRR1311...region001,0,6472,6472
c00004_SRR5438...region001,0,6471,6471
c00068_SRR7882...region001,0,6471,6471
c00355_S286bin...region001,0,6471,6471
c00530_S257bin...region001,0,6471,6471
c00716_SRR5582...region001,0,6471,6471
c00755_S279bin...region001,0,6471,6471
c00816_SRR8536...region001,0,6471,6471
c00141_SRR9032...region001,0,6470,6470
c00467_SRR9691...region001,0,6470,6470
c00498_SRR4022...region001,0,6470,6470
c00795_SRR5195...region001,0,6470,6470
c00031_S225bin...region001,0,6469,6469
c00489_SRR5499...region001,0,6469,6469
c00720_SRR6202...region001,0,6469,6469
c01377_SRR5823...region001,0,6469,6469
c00057_SRR5512...region001,0,6468,6468
c00082_SRR6266...region001,0,6468,6468
c00364_SRR8549...region001,0,6468,6468
c00582_SRR3401...region001,72,6540,6468
c00740_SRR8438...region001,0,6468,6468
c00541_SRR7003...region001,0,6467,6467
c01794_SRR6517...region001,0,6467,6467
c00242_SRR1174...region001,34534,41000,6466
c00282_S329bin...region001,0,6466,6466
c01236_SRR1247...region001,0,6466,6466
c00274_SRR1586...region001,0,6465,6465
c00068_SRR9691...region001,0,6464,6464
c00110_S380bin...region001,0,6464,6464
c00233_SRR3984...region001,0,6464,6464
c00261_SRR1184...region001,0,6464,6464
c00298_SRR8543...region001,0,6464,6464
c00179_SRR5579...region001,0,6463,6463
c00326_SRR7629...region001,0,6463,6463
c00545_SRR1284...region001,0,6463,6463
c00139_S244bin...region001,0,6462,6462
c00234_SRR8543...region001,0,6462,6462
c00268_SRR7976...region001,0,6462,6462
c00333_SRR8205...region001,0,6462,6462
c00347_SRR1586...region001,0,6462,6462
c00544_SRR1184...region001,0,6462,6462
c00590_SRR7102...region001,0,6462,6462
c00702_SRR5918...region001,0,6462,6462
c00727_SRR8558...region001,0,6462,6462
c00731_SRR5919...region001,0,6462,6462
c00038_SRR8536...region001,5095,11556,6461
c00102_S264bin...region001,0,6461,6461
c00156_SRR5234...region001,0,6461,6461
c00197_SRR9009...region001,0,6461,6461
c00226_SRR1280...region001,0,6461,6461
c00246_SRR7003...region001,0,6461,6461
c00574_SRR5579...region001,0,6461,6461
c00066_SRR7102...region001,0,6460,6460
c00100_S324bin...region001,0,6460,6460
c00144_S56rbin...region001,0,6460,6460
c00676_zpcx_23...region001,0,6460,6460
c00720_SRR9656...region001,0,6459,6459
c00745_SRR5579...region001,0,6459,6459
c00183_S70rbin...region001,0,6458,6458
c00267_SRR3984...region001,0,6458,6458
c00453_SRR9009...region001,0,6458,6458
c00757_SRR1924...region001,559,7017,6458
c01263_SRR3985...region001,0,6458,6458
c00124_SRR1171...region001,0,6457,6457
c00254_SRR1284...region001,0,6457,6457
c00265_S187bin...region001,0,6457,6457
c00008_SRR9694...region001,0,6456,6456
c00468_S237bin...region001,0,6456,6456
c00645_SRR7004...region001,0,6456,6456
c00924_S38rbin...region001,0,6456,6456
c00161_S227bin...region001,0,6455,6455
c00175_SRR5690...region001,0,6455,6455
c00217_SRR8536...region001,0,6455,6455
c00224_S258bin...region001,12455,18910,6455
c00585_zpcx_3r...region001,0,6455,6455
c00418_SRR6266...region001,0,6454,6454
c00445_SRR6201...region001,0,6453,6453
c00495_SRR7098...region001,0,6453,6453
c00558_SRR6478...region001,0,6453,6453
c00595_SRR1209...region001,0,6453,6453
c00017_SRR7026...region001,0,6452,6452
c00035_SRR8554...region001,0,6452,6452
c00124_SRR7003...region001,0,6452,6452
c00127_SRR5919...region001,0,6452,6452
c00368_SRR1096...region001,0,6452,6452
c00154_SRR9694...region001,0,6451,6451
c00561_SRR8543...region001,0,6451,6451
c00650_SRR5579...region001,0,6451,6451
c00722_SRR5207...region001,0,6451,6451
c00753_SRR5689...region001,0,6451,6451
c00795_SRR3439...region001,0,6451,6451
c00879_SRR8558...region001,0,6451,6451
c00417_SRR5195...region001,0,6450,6450
c00085_S390bin...region001,0,6449,6449
c00378_SRR5195...region001,0,6449,6449
c01175_SRR5855...region001,0,6449,6449
c00103_S329bin...region001,0,6448,6448
c00175_SRR1183...region001,0,6448,6448
c00183_SRR1037...region001,0,6448,6448
c00226_SRR9179...region001,0,6448,6448
c00070_SRR5919...region001,0,6447,6447
c00401_SRR5208...region001,0,6447,6447
c00479_S143bin...region001,0,6447,6447
c01112_SRR1241...region001,0,6447,6447
c00049_SRR3984...region001,0,6446,6446
c00134_SRR1026...region001,0,6446,6446
c00215_SRR7097...region001,3515,9961,6446
c00335_SRR1146...region001,0,6446,6446
c00540_SRR1183...region001,0,6446,6446
c00034_SRR7965...region001,0,6445,6445
c00103_SRR3989...region001,0,6445,6445
c00211_SRR5581...region001,0,6445,6445
c00446_SRR1247...region001,0,6445,6445
c00607_SRR5450...region001,0,6445,6445
c00052_SRR7094...region001,0,6444,6444
c00083_S143bin...region001,0,6444,6444
c00083_SRR4022...region001,0,6444,6444
c00103_SRR7882...region001,0,6444,6444
c00136_S226bin...region001,0,6444,6444
c00156_SRR4030...region001,0,6444,6444
c00384_SRR1167...region001,0,6444,6444
c00112_SRR7095...region001,0,6443,6443
c00161_SRR1171...region001,0,6443,6443
c00439_SRR3401...region001,0,6443,6443
c00488_SRR5438...region001,0,6443,6443
c00574_SRR8205...region001,0,6443,6443
c00750_SRR8536...region001,0,6443,6443
c00899_SRR1096...region001,1597,8040,6443
c00968_SRR1174...region001,0,6443,6443
c00075_S283bin...region001,0,6442,6442
c00590_SRR1161...region001,0,6442,6442
c00120_S324bin...region001,495,6936,6441
c00237_SRR1105...region001,0,6441,6441
c00240_S383bin...region001,0,6441,6441
c01188_SRR1146...region001,0,6441,6441
c00125_SRR1586...region001,0,6440,6440
c00140_SRR5260...region001,0,6440,6440
c00180_S405bin...region001,0,6440,6440
c00215_SRR9009...region001,0,6440,6440
c00265_SRR6478...region001,0,6440,6440
c00389_SRR6958...region001,0,6439,6439
c00505_SRR5579...region001,0,6439,6439
c00132_SRR1128...region001,2541,8979,6438
c00263_SRR8554...region001,0,6438,6438
c00368_ED3bin....region001,0,6438,6438
c00374_SRR5133...region001,0,6438,6438
c00498_SRR1267...region001,0,6438,6438
c00660_S132bin...region001,0,6438,6438
c00912_SRR7004...region001,0,6438,6438
c00077_S20rbin...region001,0,6437,6437
c00377_SRR1182...region001,0,6437,6437
c00462_SRR6266...region001,0,6437,6437
c00305_SRR1268...region001,0,6435,6435
c00351_SRR6202...region001,0,6435,6435
c00478_SRR3712...region001,0,6435,6435
c00487_DRR1014...region001,0,6435,6435
c01336_SRR1099...region001,0,6435,6435
c00071_zpcx_16...region001,0,6434,6434
c00893_SRR7967...region001,0,6434,6434
c00204_SRR5579...region001,0,6433,6433
c00281_SRR5823...region001,0,6433,6433
c01052_SRR7100...region001,0,6433,6433
c00090_SRR1586...region001,0,6432,6432
c00209_SRR5271...region001,0,6432,6432
c00294_R97rbin...region001,0,6432,6432
c00330_SRR5678...region001,0,6432,6432
c00642_SRR1146...region001,0,6432,6432
c00651_S62rbin...region001,0,6431,6431
c00664_SRR5855...region001,0,6431,6431
c00675_SRR7026...region001,0,6431,6431
c00809_SRR9691...region001,0,6431,6431
c00245_S386bin...region001,0,6430,6430
c00325_SRR5207...region001,0,6430,6430
c00370_SRR1586...region001,0,6430,6430
c00373_SRR7094...region001,0,6430,6430
c00010_SRR7026...region001,0,6429,6429
c00012_S38rbin...region001,0,6429,6429
c00044_SRR1058...region001,0,6429,6429
c00047_SRR6474...region001,0,6429,6429
c00266_SRR7472...region001,13053,19482,6429
c00305_SRR1026...region001,0,6429,6429
c00432_SRR7004...region001,0,6429,6429
c00450_SRR1291...region001,0,6429,6429
c00655_SRR8554...region001,0,6429,6429
c00862_S37rbin...region001,0,6429,6429
c00032_SRR5467...region001,0,6428,6428
c00638_SRR1269...region001,0,6428,6428
c00128_SRR5437...region001,0,6427,6427
c00281_SRR1069...region001,0,6427,6427
c00685_S404bin...region001,0,6427,6427
c00118_SRR1237...region001,0,6426,6426
c00470_R99rbin...region001,0,6426,6426
c00023_S290bin...region001,0,6425,6425
c00566_SRR8100...region001,2238,8663,6425
c00609_SRR7967...region001,0,6425,6425
c00314_SRR1265...region001,0,6424,6424
c00355_D3rbin....region001,0,6424,6424
c00499_SRR3989...region001,0,6424,6424
c00048_SRR5438...region001,0,6423,6423
c00139_S179bin...region001,0,6423,6423
c00184_SRR1146...region001,0,6423,6423
c00219_S251bin...region001,0,6423,6423
c00245_SRR7975...region001,0,6423,6423
c00146_SRR7882...region001,0,6422,6422
c00372_SRR7026...region001,0,6422,6422
c00603_SRR5262...region001,0,6422,6422
c00713_zpcx_7r...region001,0,6422,6422
c00252_SRR1048...region001,0,6421,6421
c00402_SRR5215...region001,0,6421,6421
c00411_SRR6517...region001,0,6421,6421
c00447_SRR9656...region001,0,6421,6421
c00063_SRR1269...region001,0,6420,6420
c00165_SRR8863...region001,0,6420,6420
c00248_SRR3990...region001,0,6420,6420
c00334_SRR8553...region001,0,6420,6420
c00397_SRR1026...region001,0,6420,6420
c00496_SRR1146...region001,0,6419,6419
c00621_SRR3401...region001,0,6419,6419
c01021_zpcx_11...region001,0,6419,6419
c00026_SRR5823...region001,0,6418,6418
c00124_SRR8205...region001,0,6418,6418
c00336_SRR5439...region001,0,6418,6418
c00385_SRR3452...region001,0,6418,6418
c00011_SRR1241...region001,0,6417,6417
c00128_S404bin...region001,0,6417,6417
c00206_SRR1311...region001,2858,9275,6417
c00311_SRR9691...region001,4035,10452,6417
c00645_SRR8556...region001,0,6417,6417
c00266_SRR1214...region001,0,6416,6416
c00102_S324bin...region001,0,6415,6415
c00141_S178bin...region001,0,6415,6415
c00411_SRR1105...region001,0,6415,6415
c00504_SRR6958...region001,0,6415,6415
c00554_SRR1171...region001,0,6415,6415
c00894_SRR1036...region001,0,6415,6415
c01292_S406bin...region001,0,6415,6415
c00058_SRR3712...region001,0,6414,6414
c00225_SRR1015...region001,0,6414,6414
c00336_SRR1099...region001,0,6414,6414
c00147_SRR1292...region001,0,6413,6413
c00189_SRR1026...region001,41864,48277,6413
c00195_SRR1269...region001,0,6413,6413
c01101_SRR8439...region001,0,6413,6413
c00285_SRR9009...region001,0,6412,6412
c00404_SRR7097...region001,0,6412,6412
c00473_SRR1269...region001,0,6412,6412
c01925_SRR1265...region001,0,6412,6412
c01198_S400bin...region001,0,6411,6411
c00359_SRR3954...region001,0,6410,6410
c00474_SRR1217...region001,0,6410,6410
c00863_SRR7469...region001,0,6410,6410
c00055_SRR1182...region001,0,6409,6409
c00103_SRR3401...region001,0,6409,6409
c00165_SRR7042...region001,0,6409,6409
c00474_SRR8556...region001,0,6409,6409
c00742_SRR6185...region001,0,6409,6409
c00138_SRR7497...region001,531,6939,6408
c00329_SRR1926...region001,0,6408,6408
c00428_SRR6788...region001,0,6408,6408
c00976_SRR1174...region001,0,6408,6408
c01141_SRR1012...region001,0,6408,6408
c00078_S179bin...region001,0,6407,6407
c00691_SRR5823...region001,0,6407,6407
c00739_SRR5582...region001,0,6407,6407
