BGC_region,Start,End,Length
c00428_SRR1183...region001,12673,25515,12842
c00459_SRR5215...region001,0,12842,12842
c00017_innerS5...region001,0,12841,12841
c00179_S387bin...region001,58871,71712,12841
c00396_SRR1161...region001,0,12841,12841
c00508_SRR1174...region001,51,12892,12841
c01642_SRR8931...region001,742,13582,12840
c00026_S249bin...region001,0,12839,12839
c00258_SRR1069...region001,0,12839,12839
c00307_S402bin...region001,0,12839,12839
c00123_SRR5918...region001,0,12838,12838
c00181_neis65r...region001,0,12838,12838
c00032_S12rbin...region001,0,12837,12837
c00060_SRR1183...region001,0,12837,12837
c00026_SRR5133...region001,0,12834,12834
c00300_SRR6683...region001,0,12834,12834
c00031_SRR8556...region001,0,12833,12833
c00319_SRR1095...region001,162,12995,12833
c00436_SRR3985...region001,0,12833,12833
c00556_S62rbin...region001,0,12833,12833
c00302_SRR7094...region001,0,12832,12832
c00159_SRR3989...region001,2950,15781,12831
c00193_SRR1127...region001,0,12831,12831
c00222_D3rbin....region001,163,12994,12831
c00393_SRR1265...region001,0,12831,12831
c00221_SRR5923...region001,0,12827,12827
c00279_S406bin...region001,0,12827,12827
c00833_BRice_1...region001,0,12827,12827
c00363_S211bin...region001,17761,30587,12826
c00469_SRR1284...region001,0,12826,12826
c00149_SRR8554...region002,56209,69034,12825
c00512_SRR1162...region001,12215,25039,12824
c00702_SRR2903...region001,0,12824,12824
c00005_SRR1179...region001,57877,70700,12823
c00060_SRR8442...region001,0,12823,12823
c00200_SRR3990...region001,0,12823,12823
c00655_SRR8543...region001,0,12823,12823
c00091_SRR8879...region001,0,12821,12821
c00520_SRR9691...region001,0,12820,12820
c00903_SRR5195...region001,0,12819,12819
c00311_SRR1586...region001,15179,27997,12818
c00903_SRR5823...region001,0,12818,12818
c00078_SRR6517...region001,0,12816,12816
c00281_SRR1167...region001,11753,24569,12816
c00403_S264bin...region001,0,12816,12816
c00662_SRR1267...region001,0,12815,12815
c00005_SRR7468...region001,77189,90002,12813
c00110_SRR5205...region001,0,12812,12812
c00179_SRR3514...region001,0,12812,12812
c00216_SRR1099...region001,74000,86811,12811
c00240_SRR7882...region001,0,12811,12811
c00741_SRR6266...region001,0,12811,12811
c00071_SRR7003...region001,0,12810,12810
c00374_S69rbin...region001,0,12810,12810
c00579_SRR1183...region001,3508,16317,12809
c00185_S412bin...region001,0,12808,12808
c00065_SRR1227...region001,0,12807,12807
c00069_SRR7497...region001,0,12807,12807
c00046_DRR1607...region001,0,12806,12806
c00022_SRR1292...region001,6132,18936,12804
c00803_SRR6683...region001,0,12804,12804
c00363_SRR8881...region001,0,12803,12803
c00263_SRR9082...region001,0,12801,12801
c00401_R101bin...region001,0,12801,12801
c00407_S333bin...region001,0,12801,12801
c00430_SRR8549...region001,0,12801,12801
c00125_S402bin...region001,688,13488,12800
c00157_SRR1161...region001,0,12800,12800
c00543_SRR1095...region001,0,12800,12800
c00360_SRR7976...region001,0,12799,12799
c00960_SRR1037...region001,0,12799,12799
c00155_zpcx_33...region001,0,12796,12796
c00180_SRR1247...region001,11931,24727,12796
c00274_SRR5678...region001,0,12796,12796
c00342_SRR1069...region001,0,12795,12795
c00017_SRR8879...region001,0,12794,12794
c00186_SRR1048...region001,0,12794,12794
c00471_SRR1184...region001,5528,18322,12794
c01024_SRR1267...region001,0,12794,12794
c00313_SRR7004...region001,0,12793,12793
c00343_SRR6831...region001,0,12792,12792
c00157_SRR1280...region001,0,12791,12791
c00308_SRR7629...region001,0,12791,12791
c00331_SRR5882...region001,0,12791,12791
c00033_SRR8487...region001,0,12789,12789
c00108_SRR5882...region001,1653,14442,12789
c00187_SRR5680...region001,0,12789,12789
c00259_SRR1267...region001,0,12789,12789
c00265_D6rbin....region001,0,12788,12788
c00313_SRR1174...region001,7964,20752,12788
c00015_S21rbin...region001,0,12787,12787
c00024_SRR1926...region001,0,12786,12786
c00735_SRR5215...region001,0,12786,12786
c00310_SRR7042...region001,0,12785,12785
c00136_SRR1228...region001,0,12784,12784
c00264_SRR1311...region001,0,12784,12784
c00312_SRR8554...region001,0,12784,12784
c00822_S18rbin...region001,0,12784,12784
c00046_SRR5690...region001,0,12783,12783
c00428_SRR7497...region001,0,12780,12780
c00538_S390bin...region001,0,12780,12780
c00578_SRR5214...region001,0,12780,12780
c01353_SRR5823...region001,0,12780,12780
c00313_SRR3973...region001,0,12778,12778
c00044_S284bin...region001,0,12777,12777
c00234_SRR5882...region001,0,12777,12777
c00054_SRR1037...region001,73681,86457,12776
c00094_SRR7101...region001,0,12776,12776
c00247_SRR8549...region001,0,12776,12776
c00781_SRR7976...region001,0,12776,12776
c00220_ED2bin....region001,30288,43063,12775
c01363_SRR8536...region001,0,12775,12775
c00076_SRR7093...region001,3013,15787,12774
c00115_S91rbin...region001,2027,14801,12774
c00005_SRR1161...region001,0,12773,12773
c00102_SRR6266...region001,0,12773,12773
c00899_SRR1183...region001,0,12773,12773
c00073_S211bin...region001,14136,26908,12772
c00702_SRR1586...region001,0,12772,12772
c00087_SRR7026...region001,0,12771,12771
c00324_SRR6478...region001,0,12771,12771
c00138_S75rbin...region001,0,12770,12770
c01120_SRR1095...region001,0,12769,12769
c00445_SRR6181...region001,0,12768,12768
c00722_SRR7976...region001,0,12768,12768
c00156_SRR7093...region001,0,12767,12767
c00261_SRR5579...region001,0,12767,12767
c00051_S35rbin...region001,0,12765,12765
c01506_S264bin...region001,0,12765,12765
c00114_SRR7448...region001,1414,14178,12764
c00089_ERR4661...region001,0,12762,12762
c00154_SRR1184...region001,0,12762,12762
c00567_S246bin...region001,0,12762,12762
c00394_SRR5823...region001,0,12761,12761
c00451_SRR5439...region001,0,12760,12760
c00064_SRR5581...region001,0,12759,12759
c00356_SRR5195...region001,0,12759,12759
c00294_SRR5439...region001,0,12758,12758
c00271_SRR5215...region001,0,12757,12757
c00847_SRR1167...region001,0,12757,12757
c00212_SRR5581...region001,0,12754,12754
c00395_SRR1167...region001,0,12754,12754
c00506_SRR5664...region001,0,12754,12754
c00607_SRR1146...region001,0,12754,12754
c00015_S118bin...region001,0,12753,12753
c00040_S258bin...region001,0,12752,12752
c00034_SRR1048...region001,0,12751,12751
c00115_SRR7142...region001,0,12751,12751
c00193_S109bin...region001,5815,18565,12750
c00239_S187bin...region001,0,12750,12750
c00148_SRR5855...region001,0,12749,12749
c00349_SRR1269...region001,0,12749,12749
c00007_SRR1058...region001,0,12748,12748
c00108_SRR7882...region001,0,12748,12748
c00200_SRR3712...region001,0,12748,12748
c00295_S261bin...region001,19206,31954,12748
c00024_SRR6788...region001,149551,162298,12747
c00227_SRR7091...region001,2629,15376,12747
c00348_SRR1167...region001,0,12747,12747
c00795_SRR5823...region001,0,12747,12747
c00198_SRR1048...region001,0,12746,12746
c00333_SRR3452...region001,0,12745,12745
c00146_S268bin...region001,0,12744,12744
c00419_SRR1924...region001,0,12744,12744
c00726_SRR5195...region001,0,12744,12744
c00776_SRR8879...region001,0,12744,12744
c00100_SRR1127...region001,0,12743,12743
c00903_S279bin...region001,0,12743,12743
c00939_SRR1926...region001,0,12743,12743
c00516_SRR5438...region001,2531,15273,12742
c00296_SRR5690...region001,10544,23283,12739
c00145_S113bin...region001,0,12737,12737
c00162_S400bin...region001,0,12736,12736
c00372_SRR5916...region001,0,12736,12736
c00052_SRR3509...region001,0,12735,12735
c00113_SRR4022...region001,9005,21739,12734
c00356_SRR3514...region001,1049,13783,12734
c00496_SRR5256...region001,0,12734,12734
c00521_SRR7591...region001,0,12734,12734
c00076_SRR8500...region001,0,12732,12732
c00134_SRR3985...region001,0,12731,12731
c00697_SRR1037...region001,0,12731,12731
c00238_S91rbin...region001,11932,24661,12729
c00528_SRR7006...region001,0,12729,12729
c00038_SRR1099...region001,0,12728,12728
c00286_S261bin...region001,0,12728,12728
c00002_SRR5210...region002,40014,52741,12727
c00025_SRR1182...region001,91340,104066,12726
c00336_SRR7026...region001,0,12725,12725
c00113_SRR7141...region001,0,12724,12724
c00576_SRR9656...region001,0,12724,12724
c00105_SRR1167...region001,0,12723,12723
c00312_SRR1069...region001,0,12723,12723
c00069_innerS2...region001,10451,23173,12722
c00592_SRR9691...region001,0,12722,12722
c00281_SRR3401...region001,0,12720,12720
c00503_S225bin...region001,0,12719,12719
c00081_SRR6958...region001,0,12718,12718
c00648_SRR7102...region001,0,12718,12718
c00294_S193bin...region001,27793,40510,12717
c00480_SRR5882...region001,0,12714,12714
c00727_D3rbin....region001,757,13471,12714
c00080_S329bin...region001,0,12713,12713
c00471_SRR5215...region001,0,12713,12713
c00036_D6rbin....region001,24566,37278,12712
c00082_SRR1275...region001,0,12712,12712
c00090_SRR3984...region001,0,12712,12712
c00295_SRR5468...region001,0,12712,12712
c00011_SRR1291...region001,0,12711,12711
c00083_S7rebin...region001,0,12711,12711
c00111_S227bin...region001,0,12711,12711
c00116_SRR5195...region001,4399,17110,12711
c00205_SRR5919...region001,0,12711,12711
c00219_SRR5207...region001,0,12711,12711
c00010_SRR7096...region001,0,12709,12709
c00154_SRR6517...region001,0,12709,12709
c00243_SRR1144...region001,7488,20197,12709
c00119_SRR1127...region001,0,12708,12708
c00401_SRR8881...region001,0,12708,12708
c00583_DRR1014...region001,0,12708,12708
c00697_SRR5262...region001,0,12708,12708
c00797_SRR7003...region001,0,12708,12708
c00161_SRR7003...region001,0,12704,12704
c00366_SRR8439...region001,0,12704,12704
c00576_SRR6185...region001,0,12704,12704
c00856_SRR8556...region001,0,12703,12703
c00122_S310bin...region001,0,12702,12702
c00496_SRR1015...region001,0,12699,12699
c00149_SRR6478...region001,0,12698,12698
c00372_SRR1069...region001,0,12696,12696
c00466_SRR5823...region001,0,12696,12696
c00146_S32rbin...region001,3341,16036,12695
c00294_S139bin...region001,0,12695,12695
c00065_SRR1265...region001,0,12694,12694
c00092_SRR6266...region001,0,12693,12693
c00150_SRR9009...region001,0,12693,12693
c00012_SRR9865...region001,0,12692,12692
c00283_SRR5823...region001,0,12692,12692
c00434_SRR8879...region001,0,12692,12692
c00001_SRR9082...region001,0,12691,12691
c00189_SRR5205...region001,0,12691,12691
c00458_SRR1311...region001,0,12690,12690
c00258_SRR1167...region001,0,12689,12689
c00324_S249bin...region001,0,12689,12689
c00421_SRR5262...region001,0,12689,12689
c00099_SRR7975...region001,0,12688,12688
c00337_S18rbin...region001,20579,33266,12687
c00287_SRR1095...region001,0,12686,12686
c00424_SRR8554...region001,0,12686,12686
c00110_S91rbin...region001,0,12685,12685
c00378_SRR1265...region001,0,12684,12684
c00412_S329bin...region001,0,12684,12684
c00026_SRR9691...region001,0,12683,12683
c00127_SRR7687...region001,0,12683,12683
c00305_S274bin...region001,0,12683,12683
c00380_SRR7976...region001,1786,14469,12683
c00373_SRR1048...region001,0,12682,12682
c00164_S264bin...region001,0,12681,12681
c00078_SRR1095...region001,0,12680,12680
c00334_SRR5882...region001,0,12679,12679
c00531_SRR1183...region001,0,12679,12679
c00031_SRR5877...region001,0,12677,12677
c00149_SRR1284...region001,0,12677,12677
c00047_SRR6266...region001,0,12676,12676
c00501_SRR6517...region001,0,12676,12676
c01791_SRR7967...region001,0,12676,12676
c00310_SRR8554...region001,2205,14880,12675
c00443_SRR5437...region001,0,12675,12675
c00784_SRR5582...region001,0,12675,12675
c00200_S42rbin...region001,0,12673,12673
c00491_SRR5262...region001,0,12673,12673
c00153_SRR7629...region001,3226,15898,12672
c00292_SRR5690...region001,0,12672,12672
c00579_SRR5823...region001,0,12672,12672
c00758_SRR7011...region001,0,12672,12672
c00770_SRR5823...region001,0,12672,12672
c00271_SRR6517...region001,0,12671,12671
c00308_SRR5260...region001,6103,18774,12671
c00298_S70rbin...region001,0,12669,12669
c00064_SRR6266...region001,0,12668,12668
c00096_SRR1161...region001,0,12668,12668
c00236_SRR1267...region001,0,12668,12668
c00396_SRR3546...region001,0,12668,12668
c00737_SRR7093...region001,0,12668,12668
c00028_S329bin...region001,0,12667,12667
c00560_SRR3984...region001,0,12667,12667
c00072_SRR1268...region001,0,12666,12666
c00104_SRR1217...region001,0,12666,12666
c00125_SRR1058...region001,0,12666,12666
c00828_SRR5195...region001,0,12666,12666
c00075_SRR7102...region001,0,12665,12665
c00350_SRR5195...region001,740,13405,12665
c00361_SRR7098...region001,0,12665,12665
c00411_SRR1311...region001,0,12665,12665
c00032_SRR5450...region001,0,12664,12664
c00163_SRR8543...region001,0,12664,12664
c00333_S120bin...region001,0,12664,12664
c00422_SRR5195...region001,2724,15388,12664
c00368_SRR5690...region001,0,12663,12663
c00338_SRR1171...region001,0,12661,12661
c00358_SRR6185...region001,0,12661,12661
c00145_S268bin...region001,0,12659,12659
c00290_S246bin...region001,2209,14868,12659
c00397_SRR8554...region001,0,12659,12659
c00169_SRR8558...region001,0,12658,12658
c00320_SRR1103...region001,0,12658,12658
c00051_S326bin...region001,0,12657,12657
c00693_S400bin...region001,0,12656,12656
c00054_SRR5271...region001,4578,17232,12654
c00164_S351bin...region001,0,12654,12654
c00062_SRR8199...region001,0,12652,12652
c00171_SRR5882...region001,0,12652,12652
c00034_SRR7003...region001,25978,38629,12651
c00273_SRR3984...region001,0,12651,12651
c00546_SRR2954...region001,0,12651,12651
c00034_SRR7004...region001,69007,81657,12650
c00061_SRR6788...region001,11814,24464,12650
c00433_SRR5855...region001,0,12650,12650
c00130_SRR5881...region001,0,12647,12647
c00139_SRR1167...region001,0,12645,12645
c00368_SRR7448...region001,0,12645,12645
c00359_SRR1924...region001,0,12643,12643
c00459_SRR1185...region001,0,12643,12643
c00164_SRR1144...region001,0,12640,12640
c00074_SRR5690...region001,0,12639,12639
c00244_SRR1146...region001,0,12637,12637
c00414_SRR7629...region001,0,12637,12637
c00113_S178bin...region001,0,12634,12634
c01014_S406bin...region001,0,12633,12633
c00054_SRR3401...region001,0,12632,12632
c00565_SRR1267...region001,0,12632,12632
c00208_SRR6266...region001,5757,18386,12629
c01131_SRR8205...region001,0,12629,12629
c00240_S248bin...region001,0,12628,12628
c00039_SRR1069...region001,0,12627,12627
c00498_SRR3401...region001,12365,24991,12626
c00060_S12rbin...region001,11136,23760,12624
c00094_SRR1164...region001,4230,16854,12624
c00145_SRR5582...region001,0,12622,12622
c00541_SRR7100...region001,0,12621,12621
c00068_SRR7629...region001,0,12620,12620
c00175_SRR3514...region001,0,12620,12620
c00640_SRR1105...region001,0,12620,12620
c00289_SRR6048...region001,0,12619,12619
c00865_SRR1146...region001,0,12619,12619
c00133_SRR7093...region001,0,12618,12618
c00229_SRR1161...region001,0,12618,12618
c00330_SRR1586...region001,0,12617,12617
c00978_SRR1146...region001,0,12617,12617
c00042_SRR1182...region001,0,12615,12615
c00395_S5rebin...region001,0,12615,12615
c00413_SRR1069...region001,0,12615,12615
c00223_SRR5209...region001,0,12614,12614
c00574_SRR1184...region001,0,12614,12614
c00036_SRR1171...region001,0,12613,12613
c00070_SRR1586...region001,0,12612,12612
c00385_SRR8676...region001,0,12612,12612
c00001_SRR1217...region001,14433,27044,12611
c00073_S118bin...region001,0,12611,12611
c00070_SRR3989...region001,945,13554,12609
c00076_S127bin...region001,5735,18344,12609
c00104_SRR7004...region001,0,12609,12609
c00144_S75rbin...region001,0,12608,12608
c00822_SRR7003...region001,0,12608,12608
c00394_SRR7687...region001,0,12607,12607
c00250_SRR7094...region001,0,12606,12606
c00076_S143bin...region001,0,12605,12605
c00035_SRR7042...region001,0,12604,12604
c00414_S141bin...region001,4319,16923,12604
c00462_SRR9082...region001,0,12604,12604
c00134_SRR5177...region001,0,12603,12603
c00362_SRR7975...region001,16096,28699,12603
c00049_SRR8536...region001,0,12602,12602
c00109_SRR6788...region001,0,12602,12602
c00136_SRR9009...region001,22466,35068,12602
c00335_SRR5208...region001,0,12602,12602
c00048_SRR1182...region001,0,12601,12601
c00171_SRR8205...region001,0,12601,12601
c00309_SRR6185...region001,0,12601,12601
c00158_S141bin...region001,0,12600,12600
c00660_SRR1284...region001,0,12600,12600
c00101_SRR5208...region001,0,12599,12599
c00137_S329bin...region001,0,12599,12599
c00218_SRR1037...region001,0,12599,12599
c00417_SRR6517...region001,4857,17455,12598
c01247_SRR1167...region001,0,12598,12598
c00190_S14rbin...region001,0,12597,12597
c00210_SRR7882...region001,0,12597,12597
c00345_S25rbin...region001,0,12597,12597
c00420_S284bin...region001,0,12597,12597
c00085_SRR3989...region001,22231,34827,12596
c00259_SRR5882...region001,0,12596,12596
c00153_SRR1206...region001,0,12595,12595
c00093_S260bin...region001,0,12594,12594
c00465_S258bin...region001,0,12593,12593
c00079_SRR5210...region001,22480,35072,12592
c00014_SRR5678...region001,23588,36179,12591
c00148_SRR3984...region001,0,12591,12591
c00210_SRR7026...region001,0,12591,12591
c00275_SRR1096...region001,0,12591,12591
c00421_SRR1183...region001,0,12591,12591
c00352_SRR7968...region001,0,12590,12590
c00622_SRR7026...region001,0,12590,12590
c00025_SRR7101...region001,0,12589,12589
c00061_S46rbin...region001,0,12589,12589
c00141_SRR1161...region001,0,12589,12589
c00371_S279bin...region001,0,12589,12589
c00147_SRR8544...region001,0,12588,12588
c00136_SRR7471...region001,0,12587,12587
c00074_SRR5882...region001,0,12586,12586
c00191_SRR7094...region001,0,12586,12586
c00222_SRR7448...region001,0,12586,12586
c00863_SRR7026...region001,131,12716,12585
c00505_S135bin...region001,0,12584,12584
c00354_SRR6185...region001,0,12582,12582
c00041_SRR6185...region001,0,12580,12580
c00198_SRR1012...region001,0,12579,12579
c00230_SRR3989...region001,0,12579,12579
