Supplementary Data 1. Detailed information about the soil metagenomes used to reconstruct metagenome-assembled genomes(MAGs).  ,,,,,,,,,,,,,
Sample,user_genome,mag_num,Project,Source,Nation,Continent,Ecosystem,Paired_seqs,Lat,Lon,Bioproject,Biosample,Depth
SRR7497548,SRR7497548rbin,10,SRA,Public Data,United States,North America,Bare Land,67045044,33.31,-116.25,PRJNA466299,SAMN09200463,Not applicable
SRR7497549,SRR7497549rbin,4,SRA,Public Data,United States,North America,Bare Land,58652414,33.31,-116.25,PRJNA466298,SAMN09202039,Not applicable
SRR7497550,SRR7497550rbin,5,SRA,Public Data,United States,North America,Bare Land,69411044,33.31,-116.25,PRJNA466298,SAMN09202039,Not applicable
SRR7524402,SRR7524402,0,SRA,Public Data,USA: California,North America,Forest,32993696,40.2197,-122.985,PRJNA468183,SAMN09201609,Not applicable
SRR7524404,SRR7524404,0,SRA,Public Data,USA: California,North America,Forest,36645104,40.2523,-123.026,PRJNA468184,SAMN09201608,Not applicable
SRR7524598,SRR7524598rbin,3,SRA,Public Data,USA: California,North America,Forest,40367928,40.3809,-123.4135,PRJNA468186,SAMN09201607,Not applicable
SRR7524599,SRR7524599,0,SRA,Public Data,USA: California,North America,Forest,35074328,40.5452,-123.5105,PRJNA468187,SAMN09202440,Not applicable
SRR7524600,SRR7524600rbin,1,SRA,Public Data,USA: California,North America,Forest,36450388,40.5253,-123.5031,PRJNA468188,SAMN09201460,Not applicable
SRR7524601,SRR7524601rbin,2,SRA,Public Data,USA: California,North America,Forest,38007642,40.282,-123.2869,PRJNA468185,SAMN09202439,Not applicable
SRR7550492,SRR7550492rbin,22,SRA,Public Data,China,Asia,Artificial Surfaces,114474756,36.1326,103.635,PRJNA481651,SAMN09691230,Not applicable
SRR7590085,SRR7590085,0,SRA,Public Data,Czech Republic,Europe,Forest,20193478,49.043,13.6183,PRJNA467677,SAMN09201129,Not applicable
SRR7591044,SRR7591044rbin,1,SRA,Public Data,Czech Republic,Europe,Forest,26748222,49.044,13.617,PRJNA467678,SAMN09201729,Not applicable
SRR7591045,SRR7591045,0,SRA,Public Data,Czech Republic,Europe,Forest,19404508,49.0427,13.6161,PRJNA467680,SAMN09201127,Not applicable
SRR7591056,SRR7591056,0,SRA,Public Data,Czech Republic,Europe,Forest,19500302,49.0431,13.617,PRJNA467679,SAMN09201128,Not applicable
SRR7591063,SRR7591063rbin,2,SRA,Public Data,Czech Republic,Europe,Forest,48500250,49.0448,13.618,PRJNA467681,SAMN09202490,Not applicable
SRR7595568,SRR7595568rbin,3,SRA,Public Data,AUnited Statestralia,Australia,Shrubland,47096890,-42.27154,146.8927,PRJNA317932,SAMN07483713,0
SRR7595584,SRR7595584rbin,4,SRA,Public Data,AUnited Statestralia,Australia,Agricultural Land,43060692,-30.20066902,149.597249,PRJNA317932,SAMN04874206,0
SRR7629274,SRR7629274rbin,10,SRA,Public Data,United States,North America,Wetland,79410346,44.95,-92.98,PRJNA483483,SAMN09741282,Not applicable
SRR7629275,SRR7629275rbin,6,SRA,Public Data,United States,North America,Wetland,70994694,44.9,-92.98,PRJNA483483,SAMN09741281,Not applicable
SRR7629276,SRR7629276rbin,10,SRA,Public Data,United States,North America,Wetland,86854878,45.15,-92.8,PRJNA483483,SAMN09741280,Not applicable
SRR7629277,SRR7629277rbin,5,SRA,Public Data,United States,North America,Wetland,73987610,45.09,-93.13,PRJNA483483,SAMN09741279,Not applicable
SRR7629278,SRR7629278rbin,1,SRA,Public Data,United States,North America,Wetland,52003206,45.02,-93.14,PRJNA483483,SAMN09741278,Not applicable
SRR7629279,SRR7629279rbin,28,SRA,Public Data,United States,North America,Artificial Surfaces,93683832,44.9564628,-92.9913765,PRJNA483483,SAMN09741277,Not applicable
SRR7629280,SRR7629280rbin,23,SRA,Public Data,United States,North America,Artificial Surfaces,70871560,44.9059497,-92.9894484,PRJNA483483,SAMN09741276,Not applicable
SRR7629281,SRR7629281rbin,21,SRA,Public Data,United States,North America,Wetland,77294766,46.61,-94.16,PRJNA483483,SAMN09741275,Not applicable
SRR7629282,SRR7629282rbin,25,SRA,Public Data,United States,North America,Wetland,92469792,46.61,-94.16,PRJNA483483,SAMN09741274,Not applicable
SRR7686989,SRR7686989rbin,3,SRA,Public Data,United States,North America,Forest,70078682,40.4449,-87.0297,PRJNA468334,SAMN09199532,Not applicable
SRR7686990,SRR7686990rbin,5,SRA,Public Data,United States,North America,Forest,75360844,40.4449,-87.0297,PRJNA468333,SAMN09200100,Not applicable
SRR7686991,SRR7686991rbin,11,SRA,Public Data,United States,North America,Forest,89811334,40.4449,-87.0297,PRJNA468335,SAMN09200101,Not applicable
SRR7686992,SRR7686992rbin,2,SRA,Public Data,United States,North America,Forest,68726774,40.4449,-87.0297,PRJNA468336,SAMN09199531,Not applicable
SRR7686993,SRR7686993rbin,10,SRA,Public Data,United States,North America,Forest,72309404,40.4449,-87.0297,PRJNA468337,SAMN09200182,Not applicable
SRR7686999,SRR7686999rbin,9,SRA,Public Data,United States,North America,Forest,68260856,40.4449,-87.0297,PRJNA468339,SAMN09199529,Not applicable
SRR7687000,SRR7687000rbin,8,SRA,Public Data,United States,North America,Forest,72916354,40.4449,-87.0297,PRJNA468338,SAMN09199530,Not applicable
SRR7687001,SRR7687001rbin,3,SRA,Public Data,United States,North America,Forest,59187774,40.4449,-87.0297,PRJNA468345,SAMN09199664,Not applicable
SRR7687002,SRR7687002rbin,5,SRA,Public Data,United States,North America,Forest,68647932,40.4449,-87.0297,PRJNA468346,SAMN09199231,Not applicable
SRR7687003,SRR7687003rbin,4,SRA,Public Data,United States,North America,Forest,75144916,40.4449,-87.0297,PRJNA468344,SAMN09199665,Not applicable
SRR7687004,SRR7687004rbin,4,SRA,Public Data,United States,North America,Forest,72023148,40.4449,-87.0297,PRJNA468343,SAMN09200184,Not applicable
SRR7687005,SRR7687005rbin,7,SRA,Public Data,United States,North America,Forest,77676548,40.4449,-87.0297,PRJNA468342,SAMN09199666,Not applicable
SRR7687006,SRR7687006rbin,8,SRA,Public Data,United States,North America,Forest,70055152,40.4449,-87.0297,PRJNA468341,SAMN09199528,Not applicable
SRR7687007,SRR7687007rbin,3,SRA,Public Data,United States,North America,Forest,74234322,40.4449,-87.0297,PRJNA468340,SAMN09200183,Not applicable
SRR7687008,SRR7687008rbin,2,SRA,Public Data,United States,North America,Forest,68290788,40.4449,-87.0297,PRJNA468347,SAMN09199230,Not applicable
SRR7687010,SRR7687010rbin,7,SRA,Public Data,United States,North America,Forest,68668188,40.4449,-87.0297,PRJNA468349,SAMN09200102,Not applicable
SRR7687011,SRR7687011rbin,6,SRA,Public Data,United States,North America,Forest,73873796,40.4449,-87.0297,PRJNA468348,SAMN09199229,Not applicable
SRR7687012,SRR7687012rbin,6,SRA,Public Data,United States,North America,Forest,69934400,40.4449,-87.0297,PRJNA468351,SAMN09200103,Not applicable
SRR7687013,SRR7687013rbin,3,SRA,Public Data,United States,North America,Forest,66648472,40.4449,-87.0297,PRJNA468352,SAMN09199227,Not applicable
SRR7687014,SRR7687014rbin,4,SRA,Public Data,United States,North America,Forest,65454122,40.4449,-87.0297,PRJNA468350,SAMN09199228,Not applicable
SRR7687071,SRR7687071rbin,8,SRA,Public Data,United States,North America,Forest,57960498,40.4449,-87.0297,PRJNA468356,SAMN09199226,Not applicable
SRR7687072,SRR7687072rbin,6,SRA,Public Data,United States,North America,Forest,73618654,40.4449,-87.0297,PRJNA468354,SAMN09200126,Not applicable
SRR7687073,SRR7687073rbin,5,SRA,Public Data,United States,North America,Forest,65757338,40.4449,-87.0297,PRJNA468353,SAMN09200104,Not applicable
SRR7687074,SRR7687074rbin,8,SRA,Public Data,United States,North America,Forest,61856628,40.4449,-87.0297,PRJNA468355,SAMN09200127,Not applicable
SRR7687075,SRR7687075rbin,5,SRA,Public Data,United States,North America,Forest,60142706,40.4449,-87.0297,PRJNA468357,SAMN09199663,Not applicable
SRR7687076,SRR7687076rbin,5,SRA,Public Data,United States,North America,Forest,57678790,40.4449,-87.0297,PRJNA468359,SAMN09199662,Not applicable
SRR7687077,SRR7687077rbin,4,SRA,Public Data,United States,North America,Forest,73763422,40.4449,-87.0297,PRJNA468358,SAMN09200185,Not applicable
SRR7687087,SRR7687087rbin,5,SRA,Public Data,United States,North America,Forest,65492160,40.4449,-87.0297,PRJNA468360,SAMN09199661,Not applicable
SRR7687341,SRR7687341rbin,3,SRA,Public Data,United States,North America,Artificial Surfaces,73051182,32.5788,-110.8509,PRJNA468361,SAMN09199225,Not applicable
SRR7741809,SRR7741809rbin,27,SRA,Public Data,Antarctica: Union Glacier,Antarctica,Glacier,83717740,-79.82,-83.34,PRJNA487469,SAMN09862200,Not applicable
SRR7777325,SRR7777325rbin,10,SRA,Public Data,United States,North America,Grassland,89449852,39.7392,-123.6308,PRJNA365684,SAMN06266451,0.1 m
SRR7882662,SRR7882662rbin,119,SRA,Public Data,United States,North America,Artificial Surfaces,111834722,40.801167,-76.3429,PRJNA492298,SAMN10096626,Not applicable
SRR7882663,SRR7882663rbin,19,SRA,Public Data,United States,North America,Artificial Surfaces,128072756,40.801167,-76.3429,PRJNA492298,SAMN10096624,Not applicable
SRR7965387,SRR7965387rbin,4,SRA,Public Data,United States,North America,Agricultural Land,81491974,40.8,-76.34,PRJNA468380,SAMN09199656,Not applicable
SRR7965391,SRR7965391rbin,3,SRA,Public Data,United States,North America,Agricultural Land,77574568,43.3,-89.38,PRJNA468379,SAMN09199687,Not applicable
SRR7965730,SRR7965730rbin,3,SRA,Public Data,United States,North America,Agricultural Land,83704718,43.3,-89.38,PRJNA468381,SAMN09199688,Not applicable
SRR7965772,SRR7965772rbin,3,SRA,Public Data,United States,North America,Agricultural Land,72473016,43.3,-89.38,PRJNA468383,SAMN09199654,Not applicable
SRR7965773,SRR7965773rbin,2,SRA,Public Data,United States,North America,Agricultural Land,72534834,43.3,-89.38,PRJNA468384,SAMN09200187,Not applicable
SRR7965774,SRR7965774rbin,8,SRA,Public Data,United States,North America,Agricultural Land,104499994,43.3,-89.38,PRJNA468382,SAMN09199655,Not applicable
SRR7965775,SRR7965775rbin,5,SRA,Public Data,United States,North America,Agricultural Land,78154526,43.3,-89.38,PRJNA468385,SAMN09200188,Not applicable
SRR7965806,SRR7965806rbin,4,SRA,Public Data,United States,North America,Agricultural Land,86087726,43.3,-89.38,PRJNA468386,SAMN09199217,Not applicable
SRR7965807,SRR7965807rbin,9,SRA,Public Data,United States,North America,Agricultural Land,92881240,43.3,-89.38,PRJNA468388,SAMN09199216,Not applicable
SRR7965808,SRR7965808rbin,3,SRA,Public Data,United States,North America,Agricultural Land,77051092,43.3,-89.38,PRJNA468387,SAMN09199689,Not applicable
SRR7967783,SRR7967783rbin,1,SRA,Public Data,United States,North America,Agricultural Land,78582586,43.3,-89.38,PRJNA468419,SAMN09199647,Not applicable
SRR7967784,SRR7967784rbin,8,SRA,Public Data,United States,North America,Agricultural Land,95603902,43.3,-89.38,PRJNA468420,SAMN09199718,Not applicable
SRR7967785,SRR7967785rbin,3,SRA,Public Data,United States,North America,Agricultural Land,68055946,43.3,-89.38,PRJNA468421,SAMN09199646,Not applicable
SRR7967786,SRR7967786rbin,11,SRA,Public Data,United States,North America,Agricultural Land,83927424,43.3,-89.38,PRJNA468422,SAMN09199719,Not applicable
SRR7967787,SRR7967787rbin,7,SRA,Public Data,United States,North America,Agricultural Land,90739890,43.3,-89.38,PRJNA468423,SAMN09199645,Not applicable
SRR7967818,SRR7967818rbin,3,SRA,Public Data,United States,North America,Agricultural Land,75642700,43.3,-89.38,PRJNA468431,SAMN09199204,Not applicable
SRR7967860,SRR7967860rbin,5,SRA,Public Data,United States,North America,Agricultural Land,77773336,43.3,-89.38,PRJNA468429,SAMN09199205,Not applicable
SRR7967861,SRR7967861rbin,5,SRA,Public Data,United States,North America,Agricultural Land,79386434,43.3,-89.38,PRJNA468425,SAMN09200043,Not applicable
SRR7967862,SRR7967862rbin,7,SRA,Public Data,United States,North America,Agricultural Land,96935932,43.3,-89.38,PRJNA468430,SAMN09199721,Not applicable
SRR7967863,SRR7967863rbin,7,SRA,Public Data,United States,North America,Agricultural Land,85235348,43.3,-89.38,PRJNA468427,SAMN09199206,Not applicable
SRR7967864,SRR7967864rbin,11,SRA,Public Data,United States,North America,Agricultural Land,114563772,43.3,-89.38,PRJNA468424,SAMN09199207,Not applicable
SRR7967865,SRR7967865rbin,6,SRA,Public Data,United States,North America,Agricultural Land,97367276,43.3,-89.38,PRJNA468426,SAMN09199644,Not applicable
SRR7967922,SRR7967922rbin,4,SRA,Public Data,United States,North America,Agricultural Land,67799318,43.3,-89.38,PRJNA468432,SAMN09199722,Not applicable
SRR7967948,SRR7967948rbin,5,SRA,Public Data,United States,North America,Agricultural Land,80558958,43.3,-89.38,PRJNA468433,SAMN09199203,Not applicable
SRR7967952,SRR7967952rbin,3,SRA,Public Data,United States,North America,Agricultural Land,83844038,43.3,-89.38,PRJNA468435,SAMN09199747,Not applicable
SRR7967953,SRR7967953rbin,3,SRA,Public Data,United States,North America,Agricultural Land,91853242,43.3,-89.38,PRJNA468436,SAMN09199643,Not applicable
SRR7967954,SRR7967954rbin,6,SRA,Public Data,United States,North America,Agricultural Land,103102084,43.3,-89.38,PRJNA468434,SAMN09199202,Not applicable
SRR7968240,SRR7968240rbin,2,SRA,Public Data,United States,North America,Forest,63365736,44.23,-122.22,PRJNA469286,SAMN09094435,Not applicable
SRR7968259,SRR7968259rbin,2,SRA,Public Data,United States,North America,Forest,51792302,44.23,-122.22,PRJNA469289,SAMN09093906,Not applicable
SRR7968260,SRR7968260rbin,1,SRA,Public Data,United States,North America,Forest,53682292,44.23,-122.22,PRJNA469288,SAMN09094436,Not applicable
SRR7968261,SRR7968261rbin,2,SRA,Public Data,United States,North America,Forest,67840672,44.23,-122.22,PRJNA469287,SAMN09093907,Not applicable
SRR7968350,SRR7968350rbin,1,SRA,Public Data,United States,North America,Forest,52989426,44.23,-122.22,PRJNA469291,SAMN09093905,Not applicable
SRR7968364,SRR7968364rbin,1,SRA,Public Data,United States,North America,Forest,43042864,44.23,-122.22,PRJNA469292,SAMN09093904,Not applicable
SRR7968380,SRR7968380rbin,4,SRA,Public Data,United States,North America,Forest,65189172,44.23,-122.22,PRJNA469296,SAMN09094455,Not applicable
SRR7968381,SRR7968381rbin,1,SRA,Public Data,United States,North America,Forest,47080314,44.23,-122.22,PRJNA469294,SAMN09094454,Not applicable
SRR7968382,SRR7968382rbin,6,SRA,Public Data,United States,North America,Forest,50709220,44.23,-122.22,PRJNA469293,SAMN09094046,Not applicable
SRR7968383,SRR7968383rbin,1,SRA,Public Data,United States,North America,Forest,57822836,44.23,-122.22,PRJNA469295,SAMN09094045,Not applicable
SRR7968417,SRR7968417rbin,3,SRA,Public Data,United States,North America,Forest,60017464,44.23,-122.22,PRJNA469297,SAMN09094044,Not applicable
SRR7968834,SRR7968834rbin,2,SRA,Public Data,United States,North America,Forest,67277126,44.23,-122.22,PRJNA469300,SAMN09094457,Not applicable
SRR7968837,SRR7968837rbin,2,SRA,Public Data,United States,North America,Forest,67064176,44.23,-122.22,PRJNA469299,SAMN09094043,Not applicable
SRR7968838,SRR7968838rbin,3,SRA,Public Data,United States,North America,Forest,67122166,44.23,-122.22,PRJNA469298,SAMN09094456,Not applicable
SRR7969078,SRR7969078rbin,3,SRA,Public Data,United States,North America,Forest,64408242,44.23,-122.22,PRJNA469301,SAMN09094042,Not applicable
SRR7969083,SRR7969083rbin,3,SRA,Public Data,United States,North America,Forest,54373690,44.23,-122.22,PRJNA469303,SAMN09094458,Not applicable
SRR7969084,SRR7969084rbin,1,SRA,Public Data,United States,North America,Forest,57175018,44.23,-122.22,PRJNA469302,SAMN09094041,Not applicable
SRR7969287,SRR7969287rbin,1,SRA,Public Data,United States,North America,Forest,58446206,44.23,-122.22,PRJNA469307,SAMN09094192,Not applicable
SRR7969288,SRR7969288rbin,2,SRA,Public Data,United States,North America,Forest,62400780,44.23,-122.22,PRJNA469305,SAMN09094459,Not applicable
SRR7969289,SRR7969289rbin,1,SRA,Public Data,United States,North America,Forest,60998764,44.23,-122.22,PRJNA469306,SAMN09094039,Not applicable
SRR7969351,SRR7969351rbin,2,SRA,Public Data,United States,North America,Forest,59282666,44.23,-122.22,PRJNA469308,SAMN09094477,Not applicable
SRR7970553,SRR7970553rbin,2,SRA,Public Data,United States,North America,Forest,52197504,44.23,-122.22,PRJNA469311,SAMN09094478,Not applicable
SRR7970554,SRR7970554rbin,2,SRA,Public Data,United States,North America,Forest,58941468,44.23,-122.22,PRJNA469314,SAMN09094188,Not applicable
SRR7970742,SRR7970742rbin,4,SRA,Public Data,United States,North America,Forest,66006378,44.23,-122.22,PRJNA469315,SAMN09094480,Not applicable
SRR7970743,SRR7970743rbin,3,SRA,Public Data,United States,North America,Forest,55166258,44.23,-122.22,PRJNA469312,SAMN09094189,Not applicable
SRR7970745,SRR7970745rbin,3,SRA,Public Data,United States,North America,Forest,46291528,44.23,-122.22,PRJNA469316,SAMN09094187,Not applicable
SRR7970746,SRR7970746rbin,3,SRA,Public Data,United States,North America,Forest,47502700,44.23,-122.22,PRJNA469309,SAMN09094191,Not applicable
SRR7970951,SRR7970951rbin,2,SRA,Public Data,United States,North America,Forest,51228558,44.23,-122.22,PRJNA469317,SAMN09094186,Not applicable
SRR7970985,SRR7970985rbin,4,SRA,Public Data,United States,North America,Forest,55497738,44.23,-122.22,PRJNA469319,SAMN09094160,Not applicable
SRR7975437,SRR7975437rbin,3,SRA,Public Data,United States,North America,Agricultural Land,85434094,44.23,-122.22,PRJNA444370,SAMN08779528,Not applicable
SRR7975446,SRR7975446rbin,11,SRA,Public Data,United States,North America,Wetland,199678530,39.7291,-123.6419,PRJNA364437,SAMN06265754,Not applicable
SRR7976076,SRR7976076rbin,35,SRA,Public Data,United States,North America,Wetland,353172450,37.9813,-109.5168,PRJNA444970,SAMN08779408,Not applicable
SRR7976078,SRR7976078rbin,6,SRA,Public Data,United States,North America,Wetland,359056540,33.5944,-109.1397,PRJNA444973,SAMN08779410,Not applicable
SRR7976147,SRR7976147rbin,18,SRA,Public Data,"USA: Emeryville, California",North America,NA,17477698,NA,NA,PRJNA444402,SAMN08779506,Not applicable
SRR7976148,SRR7976148rbin,35,SRA,Public Data,"USA: Emeryville, California",North America,NA,28385650,NA,NA,PRJNA444402,SAMN08779506,Not applicable
SRR7976149,SRR7976149rbin,30,SRA,Public Data,"USA: Emeryville, California",North America,NA,36655002,NA,NA,PRJNA444404,SAMN08779507,Not applicable
SRR7976150,SRR7976150rbin,16,SRA,Public Data,"USA: Emeryville, California",North America,NA,25938358,NA,NA,PRJNA444404,SAMN08779507,Not applicable
SRR7976235,SRR7976235rbin,31,SRA,Public Data,"USA: Emeryville, California",North America,NA,40550174,NA,NA,PRJNA444409,SAMN08779510,Not applicable
SRR7976237,SRR7976237rbin,45,SRA,Public Data,United States,North America,Artificial Surfaces,47789768,37.83,-122.29,PRJNA444410,SAMN08779516,Not applicable
SRR7976238,SRR7976238rbin,23,SRA,Public Data,"USA: Emeryville, California",North America,NA,22020112,NA,NA,PRJNA444410,SAMN08779516,Not applicable
SRR7976247,SRR7976247rbin,35,SRA,Public Data,"USA: Emeryville, California",North America,NA,37644054,NA,NA,PRJNA444413,SAMN08779518,Not applicable
SRR7976294,SRR7976294rbin,8,SRA,Public Data,USA: California,North America,NA,178059984,NA,NA,PRJNA444718,SAMN08779567,Not applicable
SRR8090375,SRR8090375rbin,12,SRA,Public Data,United States,North America,Tundra,61582686,71.2999,-156.61,PRJNA330299,SAMN10215879,Not applicable
SRR8100008,SRR8100008rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,16661332,NA,NA,PRJNA497915,SAMN10273097,Not applicable
SRR8100009,SRR8100009rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,16542590,NA,NA,PRJNA497915,SAMN10280996,Not applicable
SRR8100010,SRR8100010rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,16111056,NA,NA,PRJNA497915,SAMN10281371,Not applicable
SRR8100011,SRR8100011rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,15651496,NA,NA,PRJNA497915,SAMN10281372,Not applicable
SRR8100012,SRR8100012rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,20286188,NA,NA,PRJNA497915,SAMN10280987,Not applicable
SRR8100013,SRR8100013rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,20227492,NA,NA,PRJNA497915,SAMN10273094,Not applicable
SRR8100014,SRR8100014rbin,8,SRA,Public Data,United States,North America,Agricultural Land,56978236,21.5416,-158.0875,PRJNA497915,SAMN10280833,Not applicable
SRR8100015,SRR8100015rbin,7,SRA,Public Data,United States,North America,Agricultural Land,58395046,21.5416,-158.0875,PRJNA497915,SAMN10280822,Not applicable
SRR8100016,SRR8100016rbin,10,SRA,Public Data,United States,North America,Agricultural Land,60221386,21.5416,-158.0875,PRJNA497915,SAMN10280817,Not applicable
SRR8100017,SRR8100017rbin,8,SRA,Public Data,United States,North America,Agricultural Land,60328942,21.5416,-158.0875,PRJNA497915,SAMN10273067,Not applicable
SRR8100018,SRR8100018rbin,7,SRA,Public Data,United States,North America,Agricultural Land,61844894,21.5416,-158.0875,PRJNA497915,SAMN10280986,Not applicable
SRR8100019,SRR8100019rbin,6,SRA,Public Data,United States,North America,Agricultural Land,63342224,21.5416,-158.0875,PRJNA497915,SAMN10280985,Not applicable
SRR8100020,SRR8100020rbin,10,SRA,Public Data,United States,North America,Agricultural Land,65551796,21.5416,-158.0875,PRJNA497915,SAMN10280972,Not applicable
SRR8100021,SRR8100021rbin,6,SRA,Public Data,United States,North America,Agricultural Land,65509030,21.5416,-158.0875,PRJNA497915,SAMN10273068,Not applicable
SRR8100022,SRR8100022rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,14735638,NA,NA,PRJNA497915,SAMN10280994,Not applicable
SRR8100023,SRR8100023rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,15265390,NA,NA,PRJNA497915,SAMN10280995,Not applicable
SRR8100024,SRR8100024rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,19188200,NA,NA,PRJNA497915,SAMN10280989,Not applicable
SRR8100025,SRR8100025rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,19576482,NA,NA,PRJNA497915,SAMN10280988,Not applicable
SRR8100026,SRR8100026rbin,2,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,16820228,NA,NA,PRJNA497915,SAMN10280990,Not applicable
SRR8100027,SRR8100027rbin,3,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,16744896,NA,NA,PRJNA497915,SAMN10273095,Not applicable
SRR8100028,SRR8100028,0,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,15484498,NA,NA,PRJNA497915,SAMN10280992,Not applicable
SRR8100029,SRR8100029rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,16236234,NA,NA,PRJNA497915,SAMN10280991,Not applicable
SRR8100030,SRR8100030rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,15764562,NA,NA,PRJNA497915,SAMN10280993,Not applicable
SRR8100031,SRR8100031rbin,1,SRA,Public Data,"USA: Poamoho, Hawaii",North America,NA,15792964,NA,NA,PRJNA497915,SAMN10273096,Not applicable
SRR8100044,SRR8100044rbin,5,SRA,Public Data,United States,North America,Agricultural Land,141810250,21.54,-158.09,PRJNA468428,SAMN09199720,Not applicable
SRR8185399,SRR8185399rbin,7,SRA,Public Data,China,Asia,Agricultural Land,39150124,32.03,118.46,PRJNA495483,SAMN10238533,Not applicable
SRR8185400,SRR8185400rbin,7,SRA,Public Data,China,Asia,Agricultural Land,37342570,32.03,118.46,PRJNA495483,SAMN10238532,Not applicable
SRR8185401,SRR8185401rbin,5,SRA,Public Data,China,Asia,Agricultural Land,36835126,32.03,118.46,PRJNA495483,SAMN10238525,Not applicable
SRR8185402,SRR8185402rbin,5,SRA,Public Data,China,Asia,Agricultural Land,36819880,32.03,118.46,PRJNA495483,SAMN10238524,Not applicable
SRR8185403,SRR8185403rbin,5,SRA,Public Data,China,Asia,Agricultural Land,41365830,32.03,118.46,PRJNA495483,SAMN10238523,Not applicable
SRR8185404,SRR8185404rbin,5,SRA,Public Data,China,Asia,Agricultural Land,39266560,32.03,118.46,PRJNA495483,SAMN10238522,Not applicable
SRR8185405,SRR8185405rbin,4,SRA,Public Data,China,Asia,Agricultural Land,42312774,32.03,118.46,PRJNA495483,SAMN10238529,Not applicable
SRR8185406,SRR8185406rbin,2,SRA,Public Data,China,Asia,Agricultural Land,47865290,32.03,118.46,PRJNA495483,SAMN10238528,Not applicable
SRR8185407,SRR8185407rbin,7,SRA,Public Data,China,Asia,Agricultural Land,40215294,32.03,118.46,PRJNA495483,SAMN10238527,Not applicable
SRR8185408,SRR8185408rbin,4,SRA,Public Data,China,Asia,Agricultural Land,35598572,32.03,118.46,PRJNA495483,SAMN10238526,Not applicable
SRR8185409,SRR8185409rbin,7,SRA,Public Data,China,Asia,Agricultural Land,37724250,32.03,118.46,PRJNA495483,SAMN10238531,Not applicable
SRR8185410,SRR8185410rbin,4,SRA,Public Data,China,Asia,Agricultural Land,40639336,32.03,118.46,PRJNA495483,SAMN10238530,Not applicable
SRR8191071,SRR8191071rbin,4,SRA,Public Data,Panama,North America,Forest,62678912,9.1086,-79.8436,PRJNA464762,SAMN09091625,Not applicable
SRR8199877,SRR8199877rbin,5,SRA,Public Data,Netherlands,Europe,Agricultural Land,87202982,51.991111,5.661972,PRJNA488251,SAMN10407552,Not applicable
SRR8199878,SRR8199878rbin,5,SRA,Public Data,Netherlands,Europe,Agricultural Land,79414776,51.991111,5.661972,PRJNA488251,SAMN10407552,Not applicable
SRR8205298,SRR8205298rbin,1,SRA,Public Data,China,Asia,Grassland,77248486,43.2167,116.2333,PRJNA505928,SAMN10439577,Not applicable
SRR8205300,SRR8205300rbin,2,SRA,Public Data,China,Asia,Grassland,47234804,43.2167,116.2333,PRJNA505928,SAMN10439579,Not applicable
SRR8205301,SRR8205301rbin,1,SRA,Public Data,China,Asia,Grassland,74190272,43.2167,116.2333,PRJNA505928,SAMN10439582,Not applicable
SRR8205303,SRR8205303rbin,2,SRA,Public Data,China,Asia,Grassland,81869774,43.2167,116.2333,PRJNA505928,SAMN10439584,Not applicable
SRR8205304,SRR8205304rbin,7,SRA,Public Data,China,Asia,Grassland,76264890,43.2167,116.2333,PRJNA505928,SAMN10439583,Not applicable
SRR8205305,SRR8205305rbin,5,SRA,Public Data,China,Asia,Grassland,88143852,43.2167,116.2333,PRJNA505928,SAMN10439586,Not applicable
SRR8205306,SRR8205306rbin,2,SRA,Public Data,China,Asia,Grassland,81575140,43.2167,116.2333,PRJNA505928,SAMN10439585,Not applicable
SRR8205308,SRR8205308rbin,4,SRA,Public Data,China,Asia,Grassland,54452762,43.2167,116.2333,PRJNA505928,SAMN10439595,Not applicable
SRR8205309,SRR8205309rbin,7,SRA,Public Data,China,Asia,Grassland,94975696,43.2167,116.2333,PRJNA505928,SAMN10439590,Not applicable
SRR8205310,SRR8205310rbin,4,SRA,Public Data,China,Asia,Grassland,96031046,43.2167,116.2333,PRJNA505928,SAMN10439589,Not applicable
SRR8205311,SRR8205311rbin,1,SRA,Public Data,China,Asia,Grassland,80723766,43.2167,116.2333,PRJNA505928,SAMN10439588,Not applicable
SRR8205312,SRR8205312rbin,5,SRA,Public Data,China,Asia,Grassland,86257992,43.2167,116.2333,PRJNA505928,SAMN10439587,Not applicable
