Supplementary Data 1. Detailed information about the soil metagenomes used to reconstruct metagenome-assembled genomes(MAGs).  ,,,,,,,,,,,,,
Sample,user_genome,mag_num,Project,Source,Nation,Continent,Ecosystem,Paired_seqs,Lat,Lon,Bioproject,Biosample,Depth
SRR5256885,SRR5256885rbin,4,SRA,Public Data,United States,North America,Grassland,84758170,39.73825,-123.6301,PRJNA365980,SAMN06268169,Not applicable
SRR5256886,SRR5256886rbin,5,SRA,Public Data,United States,North America,Grassland,77828924,39.73825,-123.6301,PRJNA365981,SAMN06268170,Not applicable
SRR5258705,SRR5258705rbin,8,SRA,Public Data,United States,North America,Grassland,69555492,39.7392,-123.6308,PRJNA366010,SAMN06268058,Not applicable
SRR5258706,SRR5258706rbin,22,SRA,Public Data,United States,North America,Grassland,84111798,39.7392,-123.6308,PRJNA366011,SAMN06268059,Not applicable
SRR5258707,SRR5258707rbin,4,SRA,Public Data,United States,North America,Grassland,77173710,39.7392,-123.6308,PRJNA366013,SAMN06268061,Not applicable
SRR5258708,SRR5258708rbin,28,SRA,Public Data,United States,North America,Grassland,187093802,39.7392,-123.6308,PRJNA366014,SAMN06268062,Not applicable
SRR5259839,SRR5259839rbin,9,SRA,Public Data,United States,North America,Agricultural Land,40890928,38.1087,-121.653,PRJNA370742,SAMN06297432,Not applicable
SRR5260221,SRR5260221rbin,27,SRA,Public Data,United States,North America,Grassland,74882074,39.7392,-123.6308,PRJNA366012,SAMN06268060,Not applicable
SRR5260370,SRR5260370rbin,11,SRA,Public Data,United States,North America,Grassland,167788098,39.7392,-123.6308,PRJNA366015,SAMN06268063,Not applicable
SRR5262244,SRR5262244rbin,3,SRA,Public Data,Panama,North America,Forest,77003834,9.1086,-79.8436,PRJNA374886,SAMN06339526,0-20 cm
SRR5262245,SRR5262245rbin,15,SRA,Public Data,Panama,North America,Forest,271934206,9.1086,-79.8436,PRJNA374886,SAMN06339526,0-20 cm
SRR5262246,SRR5262246rbin,16,SRA,Public Data,Panama,North America,Forest,326999006,9.1086,-79.8436,PRJNA374886,SAMN06339526,0-20 cm
SRR5262247,SRR5262247rbin,2,SRA,Public Data,Panama,North America,Forest,84752526,9.1086,-79.8436,PRJNA374886,SAMN06339525,0-20 cm
SRR5262248,SRR5262248rbin,46,SRA,Public Data,Panama,North America,Forest,400497130,9.1086,-79.8436,PRJNA374886,SAMN06339525,0-20 cm
SRR5262249,SRR5262249rbin,26,SRA,Public Data,Panama,North America,Forest,283955940,9.1086,-79.8436,PRJNA374886,SAMN06339525,0-20 cm
SRR5262250,SRR5262250rbin,1,SRA,Public Data,Panama,North America,Forest,74770970,9.1086,-79.8436,PRJNA374886,SAMN06339524,0-20 cm
SRR5262252,SRR5262252rbin,6,SRA,Public Data,Panama,North America,Forest,170981106,9.1086,-79.8436,PRJNA374886,SAMN06339523,0-20 cm
SRR5262254,SRR5262254rbin,20,SRA,Public Data,Panama,North America,Forest,319767044,9.1086,-79.8436,PRJNA374886,SAMN06339523,0-20 cm
SRR5271154,SRR5271154rbin,2,SRA,Public Data,Canada,North America,Wetland,120589096,51.62,-128.09,PRJNA365844,SAMN06267841,Not applicable
SRR5271155,SRR5271155rbin,2,SRA,Public Data,Canada,North America,Wetland,97239262,51.62,-128.09,PRJNA365846,SAMN06267843,Not applicable
SRR5271156,SRR5271156rbin,1,SRA,Public Data,Canada,North America,Wetland,115317596,51.62,-128.09,PRJNA365845,SAMN06267842,Not applicable
SRR5271157,SRR5271157rbin,31,SRA,Public Data,Canada,North America,Wetland,118206332,51.62,-128.09,PRJNA365847,SAMN06267844,Not applicable
SRR5271163,SRR5271163rbin,5,SRA,Public Data,Canada,North America,Wetland,87823104,51.62,-128.09,PRJNA365850,SAMN06267847,Not applicable
SRR5271165,SRR5271165rbin,21,SRA,Public Data,Canada,North America,Wetland,130913342,51.62,-128.09,PRJNA365848,SAMN06267845,Not applicable
SRR5271166,SRR5271166rbin,15,SRA,Public Data,Canada,North America,Wetland,128560932,51.62,-128.09,PRJNA365849,SAMN06267846,Not applicable
SRR5271167,SRR5271167rbin,2,SRA,Public Data,Canada,North America,Wetland,88436564,51.62,-128.09,PRJNA365851,SAMN06267848,Not applicable
SRR5271168,SRR5271168rbin,2,SRA,Public Data,Canada,North America,Wetland,91212318,51.62,-128.09,PRJNA365852,SAMN06267849,Not applicable
SRR5271169,SRR5271169rbin,5,SRA,Public Data,Canada,North America,Wetland,118715926,51.62,-128.09,PRJNA365729,SAMN06267851,Not applicable
SRR5271170,SRR5271170rbin,5,SRA,Public Data,Canada,North America,Wetland,137270160,51.62,-128.09,PRJNA365853,SAMN06267850,Not applicable
SRR5271191,SRR5271191,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,21282516,43.3,-89.38,PRJNA367009,SAMN06267787,Not applicable
SRR5271192,SRR5271192,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,22729830,43.3,-89.38,PRJNA367011,SAMN06267789,Not applicable
SRR5271194,SRR5271194rbin,1,SRA,Public Data,USA: Wisconsin,North America,Grassland,18790338,43.3,-89.38,PRJNA367010,SAMN06267788,Not applicable
SRR5271196,SRR5271196rbin,2,SRA,Public Data,USA: Wisconsin,North America,Grassland,22250458,43.3,-89.38,PRJNA367013,SAMN06267791,Not applicable
SRR5271213,SRR5271213,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,27786346,43.3,-89.38,PRJNA367016,SAMN06267794,Not applicable
SRR5271214,SRR5271214,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,21240238,43.3,-89.38,PRJNA367017,SAMN06267795,Not applicable
SRR5271434,SRR5271434,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,29029680,43.3,-89.38,PRJNA367020,SAMN06267798,Not applicable
SRR5271485,SRR5271485,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,24625228,43.3,-89.38,PRJNA367022,SAMN06267800,Not applicable
SRR5271486,SRR5271486rbin,1,SRA,Public Data,USA: Wisconsin,North America,Grassland,22569230,43.3,-89.38,PRJNA367021,SAMN06267799,Not applicable
SRR5271487,SRR5271487,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,19220004,43.3,-89.38,PRJNA367023,SAMN06267801,Not applicable
SRR5271501,SRR5271501,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,24899982,43.3,-89.38,PRJNA367024,SAMN06267802,Not applicable
SRR5271502,SRR5271502,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,24237884,43.3,-89.38,PRJNA367025,SAMN06267803,Not applicable
SRR5271509,SRR5271509,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,21627710,43.3,-89.38,PRJNA367026,SAMN06267804,Not applicable
SRR5271510,SRR5271510rbin,1,SRA,Public Data,USA: Wisconsin,North America,Grassland,24791674,43.3,-89.38,PRJNA367027,SAMN06267805,Not applicable
SRR5271803,SRR5271803rbin,1,SRA,Public Data,USA: Wisconsin,North America,Grassland,24183948,43.3,-89.38,PRJNA367028,SAMN06267806,Not applicable
SRR5272068,SRR5272068,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,26001672,43.3,-89.38,PRJNA365811,SAMN06267808,Not applicable
SRR5272069,SRR5272069,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,24375218,43.3,-89.38,PRJNA365812,SAMN06267809,Not applicable
SRR5272127,SRR5272127,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,27888306,43.3,-89.38,PRJNA365813,SAMN06267810,Not applicable
SRR5272128,SRR5272128rbin,1,SRA,Public Data,USA: Wisconsin,North America,Grassland,24320246,43.3,-89.38,PRJNA365815,SAMN06267812,Not applicable
SRR5272129,SRR5272129,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,22627386,43.3,-89.38,PRJNA365816,SAMN06267813,Not applicable
SRR5272155,SRR5272155,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,23704814,43.3,-89.38,PRJNA365817,SAMN06267814,Not applicable
SRR5272157,SRR5272157rbin,1,SRA,Public Data,USA: Wisconsin,North America,Grassland,24011634,43.3,-89.38,PRJNA365820,SAMN06267817,Not applicable
SRR5272158,SRR5272158rbin,1,SRA,Public Data,United States,North America,Agricultural Land,35015710,51.62,-128.09,PRJNA365821,SAMN06267818,Not applicable
SRR5272159,SRR5272159,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,24456380,43.3,-89.38,PRJNA365822,SAMN06267819,Not applicable
SRR5272161,SRR5272161,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,23884562,43.3,-89.38,PRJNA365824,SAMN06267821,Not applicable
SRR5272167,SRR5272167,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,24964802,43.3,-89.38,PRJNA365825,SAMN06267822,Not applicable
SRR5272169,SRR5272169rbin,1,SRA,Public Data,USA: Wisconsin,North America,Grassland,24747834,43.3,-89.38,PRJNA365827,SAMN06267824,Not applicable
SRR5272171,SRR5272171rbin,1,SRA,Public Data,United States,North America,Agricultural Land,36795246,43.3,-89.38,PRJNA365830,SAMN06267827,Not applicable
SRR5272184,SRR5272184,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,28421860,43.3,-89.38,PRJNA365829,SAMN06267826,Not applicable
SRR5272197,SRR5272197,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,25311722,43.3,-89.38,PRJNA365832,SAMN06267829,Not applicable
SRR5272198,SRR5272198,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,29694870,43.3,-89.38,PRJNA365831,SAMN06267828,Not applicable
SRR5272200,SRR5272200,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,24830330,43.3,-89.38,PRJNA365833,SAMN06267830,Not applicable
SRR5272205,SRR5272205,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,20849666,43.3,-89.38,PRJNA365835,SAMN06267832,Not applicable
SRR5272206,SRR5272206rbin,1,SRA,Public Data,USA: Wisconsin,North America,Grassland,27894206,43.3,-89.38,PRJNA365837,SAMN06267834,Not applicable
SRR5272207,SRR5272207rbin,1,SRA,Public Data,USA: Wisconsin,North America,Grassland,28550130,43.3,-89.38,PRJNA365838,SAMN06267835,Not applicable
SRR5272209,SRR5272209,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,23451362,43.3,-89.38,PRJNA365840,SAMN06267837,Not applicable
SRR5272211,SRR5272211,0,SRA,Public Data,USA: Wisconsin,North America,Artificial Surfaces,21464926,43.3,-89.38,PRJNA365841,SAMN06267838,Not applicable
SRR5277367,SRR5277367rbin,3,SRA,Public Data,Canada,North America,Wetland,123594534,51.62,-128.09,PRJNA365730,SAMN06267852,Not applicable
SRR5436189,SRR5436189rbin,5,SRA,Public Data,United States,North America,Grassland,46413088,39.7392,-123.6308,PRJNA365674,SAMN06264650,0.3 m
SRR5436190,SRR5436190rbin,30,SRA,Public Data,"USA: California, Angelo Coastal Reserve",North America,Grassland,152778094,39.7392,-123.6308,PRJNA365673,SAMN06266423,0.2 m
SRR5436305,SRR5436305rbin,9,SRA,Public Data,United States,North America,Grassland,84449888,39.7392,-123.6308,PRJNA365675,SAMN06266447,0.1 m
SRR5436309,SRR5436309rbin,20,SRA,Public Data,United States,North America,Grassland,91318160,39.7392,-123.6308,PRJNA365677,SAMN06266474,0.3 m
SRR5436853,SRR5436853rbin,6,SRA,Public Data,United States,North America,Grassland,53175716,39.7392,-123.6308,PRJNA365679,SAMN06266448,0.2 m
SRR5437016,SRR5437016rbin,12,SRA,Public Data,United States,North America,Grassland,81355872,39.7392,-123.6308,PRJNA365680,SAMN06266449,0.3 m
SRR5437588,SRR5437588rbin,20,SRA,Public Data,United States,North America,Grassland,78268088,39.7392,-123.6308,PRJNA365681,SAMN06266450,0.1 m
SRR5437660,SRR5437660rbin,13,SRA,Public Data,United States,North America,Grassland,73752416,39.7392,-123.6308,PRJNA365682,SAMN06264885,0.2 m
SRR5437667,SRR5437667rbin,20,SRA,Public Data,"USA: California, Angelo Coastal Reserve",North America,Grassland,76770736,39.7392,-123.6308,PRJNA365686,SAMN06264948,0.3 m
SRR5437762,SRR5437762rbin,15,SRA,Public Data,United States,North America,Grassland,75883746,39.7392,-123.6308,PRJNA365702,SAMN06266456,0.1 m
SRR5437763,SRR5437763rbin,9,SRA,Public Data,United States,North America,Grassland,86293988,39.7392,-123.6308,PRJNA365691,SAMN06266453,0.1 m
SRR5437764,SRR5437764rbin,9,SRA,Public Data,United States,North America,Grassland,88503948,39.7392,-123.6308,PRJNA365691,SAMN06266453,0.1 m
SRR5437773,SRR5437773rbin,20,SRA,Public Data,United States,North America,Grassland,71343424,39.7392,-123.6308,PRJNA365703,SAMN06264635,0.2 m
SRR5437867,SRR5437867rbin,20,SRA,Public Data,United States,North America,Grassland,72189616,39.7392,-123.6308,PRJNA365707,SAMN06266457,0.3 m
SRR5437868,SRR5437868rbin,5,SRA,Public Data,United States,North America,Grassland,83027888,39.7392,-123.6308,PRJNA365708,SAMN06264882,0.1 m
SRR5437870,SRR5437870rbin,16,SRA,Public Data,United States,North America,Grassland,72937634,39.7392,-123.6308,PRJNA365710,SAMN06264632,0.3 m
SRR5437879,SRR5437879rbin,15,SRA,Public Data,United States,North America,Grassland,66478732,39.7392,-123.6308,PRJNA365712,SAMN06266458,0.2 m
SRR5437899,SRR5437899rbin,11,SRA,Public Data,United States,North America,Grassland,68560068,39.7392,-123.6308,PRJNA365713,SAMN06266424,0.3 m
SRR5438034,SRR5438034rbin,25,SRA,Public Data,United States,North America,Grassland,69515648,39.7392,-123.6308,PRJNA365716,SAMN06264630,0.3 m
SRR5438045,SRR5438045rbin,3,SRA,Public Data,United States,North America,Grassland,54826276,39.7392,-123.6308,PRJNA365714,SAMN06266484,0.1 m
SRR5438046,SRR5438046rbin,8,SRA,Public Data,United States,North America,Grassland,58201520,39.7392,-123.6308,PRJNA365715,SAMN06264631,0.2 m
SRR5438067,SRR5438067rbin,8,SRA,Public Data,United States,North America,Grassland,75711878,39.7392,-123.6308,PRJNA365717,SAMN06266459,0.1 m
SRR5438093,SRR5438093rbin,28,SRA,Public Data,United States,North America,Grassland,80608938,39.7392,-123.6308,PRJNA365719,SAMN06266486,0.3 m
SRR5438094,SRR5438094rbin,16,SRA,Public Data,United States,North America,Grassland,63327024,39.7392,-123.6308,PRJNA365718,SAMN06266485,0.2 m
SRR5438105,SRR5438105rbin,15,SRA,Public Data,United States,North America,Grassland,89703894,39.7392,-123.6308,PRJNA365720,SAMN06266460,0.1 m
SRR5438128,SRR5438128rbin,10,SRA,Public Data,United States,North America,Grassland,73496988,39.7392,-123.6308,PRJNA365722,SAMN06266487,0.3 m
SRR5438132,SRR5438132rbin,21,SRA,Public Data,United States,North America,Grassland,86684138,39.7392,-123.6308,PRJNA365721,SAMN06264385,0.2 m
SRR5438270,SRR5438270rbin,13,SRA,Public Data,United States,North America,Grassland,81881264,39.7392,-123.6308,PRJNA365723,SAMN06264881,0.1 m
SRR5438309,SRR5438309rbin,18,SRA,Public Data,United States,North America,Grassland,69842108,39.7392,-123.6308,PRJNA365724,SAMN06266461,0.2 m
SRR5438445,SRR5438445rbin,27,SRA,Public Data,United States,North America,Grassland,81349630,39.7392,-123.6308,PRJNA365725,SAMN06266489,0.3 m
SRR5438477,SRR5438477rbin,9,SRA,Public Data,United States,North America,Grassland,77578136,39.7392,-123.6308,PRJNA365726,SAMN06266490,0.1 m
SRR5438552,SRR5438552rbin,16,SRA,Public Data,United States,North America,Grassland,107602810,39.7392,-123.6308,PRJNA365727,SAMN06264947,0.2 m
SRR5438874,SRR5438874rbin,10,SRA,Public Data,United States,North America,Grassland,77949626,39.7392,-123.6308,PRJNA365884,SAMN06264383,0.1 m
SRR5438876,SRR5438876rbin,16,SRA,Public Data,United States,North America,Grassland,73049862,39.7392,-123.6308,PRJNA365728,SAMN06264384,0.3 m
SRR5439720,SRR5439720rbin,47,SRA,Public Data,United States,North America,Grassland,221959944,39.7392,-123.6308,PRJNA365886,SAMN06264866,0.3 m
SRR5450438,SRR5450438rbin,6,SRA,Public Data,United States,North America,Tundra,41701606,68.6137,-149.3144,PRJNA365647,SAMN06264613,Not applicable
SRR5450747,SRR5450747rbin,5,SRA,Public Data,United States,North America,Tundra,39647094,68.6137,-149.3144,PRJNA367093,SAMN06267413,Not applicable
SRR5450757,SRR5450757rbin,16,SRA,Public Data,United States,North America,Tundra,41904044,68.6137,-149.3144,PRJNA367095,SAMN06267415,Not applicable
SRR5450873,SRR5450873rbin,2,SRA,Public Data,Canada,North America,Agricultural Land,55382908,45.54,-73.72,PRJNA367043,SAMN06267604,Not applicable
SRR5467141,SRR5467141rbin,3,SRA,Public Data,United States,North America,Wetland,67968364,39.7291,-123.6419,PRJNA365473,SAMN06264513,Not applicable
SRR5467142,SRR5467142rbin,8,SRA,Public Data,United States,North America,Wetland,59584054,39.7291,-123.6419,PRJNA365472,SAMN06266222,Not applicable
SRR5468416,SRR5468416rbin,26,SRA,Public Data,United States,North America,Wetland,42725922,37.4971,-122.133,PRJNA365336,SAMN06266261,Not applicable
SRR5468417,SRR5468417rbin,10,SRA,Public Data,United States,North America,Wetland,52987382,37.4962,-122.1329,PRJNA365352,SAMN06266276,Not applicable
SRR5468418,SRR5468418rbin,2,SRA,Public Data,"USA:South San Francisco, USA",North America,Wetland,39372842,37.4965,-122.1329,PRJNA365353,SAMN06264478,Not applicable
SRR5468419,SRR5468419rbin,43,SRA,Public Data,United States,North America,Wetland,59142912,37.4958,-122.1331,PRJNA365337,SAMN06266228,Not applicable
SRR5499425,SRR5499425rbin,1,SRA,Public Data,Panama,North America,Forest,74770970,9.1086,-79.8436,PRJNA375517,SAMN06344123,Not applicable
SRR5499426,SRR5499426rbin,2,SRA,Public Data,Panama,North America,Forest,84752526,9.1086,-79.8436,PRJNA375518,SAMN06344124,Not applicable
SRR5499427,SRR5499427rbin,6,SRA,Public Data,Panama,North America,Forest,170981106,9.1086,-79.8436,PRJNA375516,SAMN06344122,Not applicable
SRR5499433,SRR5499433rbin,3,SRA,Public Data,Panama,North America,Forest,77003834,9.1086,-79.8436,PRJNA375519,SAMN06344125,Not applicable
SRR5512133,SRR5512133rbin,4,SRA,Public Data,China,Asia,Agricultural Land,75649402,46.74472,131.69722,PRJNA385547,SAMN06858794,Not applicable
SRR5512134,SRR5512134rbin,1,SRA,Public Data,China,Asia,Agricultural Land,78788802,31.9375,120.05583,PRJNA385547,SAMN06858842,Not applicable
SRR5512135,SRR5512135rbin,6,SRA,Public Data,China,Asia,Agricultural Land,78008986,30.91778,119.50972,PRJNA385547,SAMN06858849,Not applicable
SRR5512136,SRR5512136rbin,1,SRA,Public Data,China,Asia,Agricultural Land,74324768,23.1295,102.74125,PRJNA385547,SAMN06858852,Not applicable
SRR5512137,SRR5512137,0,SRA,Public Data,China,Asia,Agricultural Land,77915712,23.21189,102.38253,PRJNA385547,SAMN06858862,Not applicable
SRR5512138,SRR5512138rbin,3,SRA,Public Data,China,Asia,Agricultural Land,79932134,23.05222,101.03506,PRJNA385547,SAMN06858865,Not applicable
SRR5512139,SRR5512139rbin,5,SRA,Public Data,China,Asia,Agricultural Land,77886152,24.47039,101.24619,PRJNA385547,SAMN06858872,Not applicable
SRR5512140,SRR5512140rbin,3,SRA,Public Data,China,Asia,Agricultural Land,75869056,48.04444,133.46556,PRJNA385547,SAMN06858796,Not applicable
SRR5512141,SRR5512141rbin,1,SRA,Public Data,China,Asia,Agricultural Land,74286346,45.28139,131.16583,PRJNA385547,SAMN06858809,Not applicable
SRR5512142,SRR5512142,0,SRA,Public Data,China:Hubei,Asia,Agricultural Land,75385148,30.90472,114.11722,PRJNA385547,SAMN06858810,Not applicable
SRR5512143,SRR5512143rbin,6,SRA,Public Data,China,Asia,Agricultural Land,82585148,30.38,113.28444,PRJNA385547,SAMN06858815,Not applicable
SRR5512144,SRR5512144rbin,2,SRA,Public Data,China,Asia,Agricultural Land,75105792,28.79583,112.34306,PRJNA385547,SAMN06858821,Not applicable
SRR5512145,SRR5512145rbin,2,SRA,Public Data,China,Asia,Agricultural Land,71877048,29.95,113.8225,PRJNA385547,SAMN06858825,Not applicable
SRR5512146,SRR5512146rbin,6,SRA,Public Data,China,Asia,Agricultural Land,73729456,30.70694,121.24667,PRJNA385547,SAMN06858832,Not applicable
SRR5512147,SRR5512147,0,SRA,Public Data,China:Zhejiang,Asia,Agricultural Land,74848618,30.63278,120.23528,PRJNA385547,SAMN06858835,Not applicable
SRR5579859,SRR5579859rbin,45,SRA,Public Data,United States,North America,Shrubland,144428126,40.7999,-76.3402,PRJNA375299,SAMN06343827,Not applicable
SRR5579862,SRR5579862rbin,41,SRA,Public Data,United States,North America,Artificial Surfaces,162081744,40.7999,-76.3402,PRJNA375300,SAMN06343828,Not applicable
SRR5579863,SRR5579863rbin,31,SRA,Public Data,United States,North America,Shrubland,156291518,40.7999,-76.3402,PRJNA375302,SAMN06343830,Not applicable
SRR5579864,SRR5579864rbin,18,SRA,Public Data,United States,North America,Shrubland,156292746,40.7999,-76.3402,PRJNA375301,SAMN06343829,Not applicable
