,Site,Observed OTUs,chao1,shannon,simpson
SRR25158354,SMAG,0,1357.0203513003169,7.947960892751518,0.99880324299765
SRR25158443,SMAG,0,2954.755694254372,7.545523081884213,0.9976893079204552
SRR25158196,SMAG,0,3254.638917661868,7.682731899777484,0.9982230385551673
SRR25158238,SMAG,0,3836.606618330117,7.781611060366651,0.9981223966084972
SRR25158400,SMAG,0,3365.0305965012794,7.835430131518315,0.9977210933839658
SRR25158240,SMAG,0,2523.849301191038,7.134859876200728,0.9966660087675804
SRR25158445,SMAG,0,2161.085301685787,7.396499808347549,0.9970951074667472
SRR25158395,SMAG,0,2266.6681311422903,7.396030723810758,0.997162180281976
SRR25158461,SMAG,0,2090.685837981604,7.323182667469277,0.9973960698132288
SRR25158425,SMAG,0,2605.514255467901,7.459231854786007,0.9976999924498056
SRR25158280,SMAG,0,3343.182607819024,7.821132422165028,0.9982574625588744
SRR25158511,SMAG,0,2641.9680510236312,7.347762124085071,0.9971861912235048
SRR25158300,SMAG,0,2379.9245487143007,6.789662920078114,0.994944968783087
SRR25158462,SMAG,0,2113.1983258795767,7.410031039781455,0.9972485326889966
SRR25158473,SMAG,0,2630.634175943552,7.361017508334241,0.997372501576369
SRR25158513,SMAG,0,1468.8782015951906,6.622023475090279,0.9934594055832426
SRR25158432,SMAG,0,2446.158748662958,7.560298931521977,0.9980259080849022
SRR25158231,SMAG,0,2440.814768210684,7.815759279081108,0.998420854535222
SRR25158460,SMAG,0,2769.8208209458703,7.401851863289597,0.9972448722880516
SRR25158384,SMAG,0,2894.5064824571527,7.557337576141946,0.9970527804479804
SRR25158331,SMAG,0,2765.0937071900357,7.641117094665412,0.9978898272202936
SRR25158175,SMAG,0,2310.4219318768414,7.777645330428053,0.998244582254132
SRR25158286,SMAG,0,3320.878909732776,7.6190881635774685,0.9975475487058996
SRR25158266,SMAG,0,1392.88375169633,7.6652966026482225,0.9982838649843744
SRR25158377,SMAG,0,1795.7090851111466,6.813449591144228,0.99552498901507
SRR25158349,SMAG,0,2020.8774016949544,7.891106088796389,0.9985281773172018
SRR25158339,SMAG,0,2177.789925887186,7.709803674496285,0.9981672864814242
SRR25158272,SMAG,0,1919.375433262676,7.31269959823108,0.9972794145159042
SRR25158405,SMAG,0,2984.43969237644,7.4727348075125235,0.9975971328150122
SRR25158316,SMAG,0,2840.3103033431366,7.9647432218370815,0.9984420996529528
SRR25158457,SMAG,0,2508.587710145925,7.11031782091247,0.9968090612750088
SRR25158396,SMAG,0,2134.176223335493,7.6617161498468835,0.9981838724712346
SRR25158452,SMAG,0,1722.0986246633702,6.997835900632755,0.9959134284263494
SRR25158381,SMAG,0,2868.944292949329,7.391950307147954,0.9964034907708452
SRR25158447,SMAG,0,2221.734904014273,7.335197064865559,0.9973561923214116
SRR25158203,SMAG,0,2619.95754419404,7.592016745022057,0.997868366390545
SRR25158433,SMAG,0,2434.1442325394046,7.806423838414615,0.9983410357116692
SRR25158453,SMAG,0,2271.4283413806183,7.4375215449879795,0.9969666456692458
SRR25158312,SMAG,0,1309.330731903221,7.255471960101679,0.9946197643742892
SRR25158283,SMAG,0,3470.343358749935,7.671448036236707,0.9976455780488142
SRR25158371,SMAG,0,2817.3081813799386,7.65507261848925,0.9979690719604148
SRR25158264,SMAG,0,1837.40824934728,7.765832363772344,0.9982985366030406
SRR25158508,SMAG,0,1986.2834919668865,7.46532992703022,0.9970123583768972
SRR25158209,SMAG,0,3891.193198246071,7.818451909527048,0.9980711860966618
SRR25158446,SMAG,0,2439.292500916013,7.813326612008166,0.9982970032820282
SRR25158518,SMAG,0,3272.357739653016,7.85784645816685,0.9978222073142088
SRR25158292,SMAG,0,1477.431130672166,6.741335806828016,0.9947100471369236
SRR25158322,SMAG,0,2324.028277502995,7.433339121306429,0.997679882470986
SRR25158291,SMAG,0,2665.3368619360176,7.220022225439292,0.9964004111414284
SRR25158402,SMAG,0,1709.1907539949905,6.676072547346405,0.9946240182181808
SRR25158274,SMAG,0,3418.9526735015047,7.810587468161021,0.998227982981277
SRR25158233,SMAG,0,1674.6628042311409,7.79102478074435,0.9984166457660963
SRR25158261,SMAG,0,1563.336697317857,7.579141884154708,0.997422784912846
SRR25158442,SMAG,0,2657.328388231577,7.931613039521173,0.9985060607527092
SRR25158534,SMAG,0,3268.78352948607,7.500716359744249,0.9975136359756138
SRR25158215,SMAG,0,3382.8315135307403,7.646019743216951,0.9973911091079952
SRR25158496,SMAG,0,3261.347129950706,7.713590901399041,0.997999048825164
SRR25158268,SMAG,0,1812.202669029684,7.80376494274269,0.9984398902565866
SRR25158212,SMAG,0,4280.573321325294,7.926766560214698,0.998164880924944
SRR25158537,SMAG,0,2390.158370481211,7.0843589807678455,0.996722834860067
SRR25158514,SMAG,0,1869.8804662138025,7.395544652699744,0.997648743262872
SRR25158394,SMAG,0,2851.725807850675,7.38481895076604,0.9971391953021398
SRR25158226,SMAG,0,2206.928888065188,7.915371968701797,0.9985196972103458
SRR25158417,SMAG,0,3048.193537974518,7.335241447351019,0.997099453160692
SRR25158408,SMAG,0,2985.325174702213,7.408911877797489,0.9964024017355914
SRR25158510,SMAG,0,2519.2556118836283,7.439481733786806,0.9977221801951124
SRR25158247,SMAG,0,2962.9347080903067,7.979169763383189,0.9984425357895456
SRR25158260,SMAG,0,2582.3895646277074,7.287523204082889,0.9972709615536176
SRR25158477,SMAG,0,3115.5429268266894,7.594406814709699,0.9977486577864704
D000_350,Dog,424,1686.4418604651162,3.050976576522416,0.8693310803918837
D001_350,Dog,383,1226.125,3.1991524947356353,0.9022339324521095
D002_350,Dog,238,763.7777777777778,1.9371845126915699,0.6363696517329102
D003_350,Dog,565,3333.9166666666665,3.7685885497908362,0.9303189418486602
D004_350,Dog,459,2546.34375,3.868868729520589,0.9488236762882246
D005_350,Dog,575,2830.217391304348,3.8196696381262996,0.9439389360935426
D006_350,Dog,286,1848.6470588235295,3.206025082681429,0.9187988750087589
D007_350,Dog,429,2074.4411764705883,3.050944021720407,0.8788307039055956
D008_350,Dog,518,2162.3,3.1240702577377535,0.8592578122116223
D010_350,Dog,337,1170.181818181818,3.2666916925173286,0.9034757706598482
D011_350,Dog,302,911.0,3.0263248604227364,0.8392641853603772
D012_350,Dog,256,991.3,3.094305927000193,0.8805178819951792
D013_350,Dog,300,1643.0,2.932762138459493,0.8913503591550043
D014_350,Dog,240,687.1290322580645,2.3879312342878443,0.7375237369635375
D015_350,Dog,344,1001.0277777777778,3.66200769363928,0.9277705713239985
D016_350,Dog,265,1201.05,3.3787541561755714,0.9376492797636147
D017_350,Dog,243,810.84,2.182324562067776,0.6599018955073566
D018_350,Dog,267,1312.5,2.9985852110513322,0.894483347137022
D019_350,Dog,292,1469.157894736842,3.363938790562539,0.9123022604550157
D020_350,Dog,221,947.75,3.1617307399372425,0.8784403041695165
D021_350,Dog,265,1112.8947368421054,3.5926720935229763,0.9532641865518852
D022_350,Dog,288,1234.12,3.063936421146832,0.901325362571375
D023_350,Dog,266,1400.0625,3.2078832534008415,0.8837618809953436
D024_350,Dog,76,164.4,0.47927136671989334,0.12482406750560415
D025_350,Dog,394,1535.1842105263158,3.083819607504383,0.8868725665646064
D026_350,Dog,288,880.3076923076923,3.7349571279440523,0.9482743625776328
D027_350,Dog,358,1646.9565217391305,3.8177308084540487,0.9372224445832877
D028_350,Dog,257,692.0,2.884401812003258,0.8690624680204084
D029_350,Dog,314,1847.6666666666667,3.9090855420856476,0.9610000520973458
D030_350,Dog,293,1515.1052631578948,3.422197158477198,0.942650455954488
D031_350,Dog,266,1022.1304347826087,3.1509010692124786,0.9075526030084606
D032_350,Dog,142,597.0,2.5171095151360783,0.8515743985205272
D033_350,Dog,274,1030.6,2.524492577420296,0.7642960677564431
D034_350,Dog,234,1092.6666666666665,3.088218909752125,0.8852924452245379
D035_350,Dog,335,1143.6875,3.2273321586362296,0.8825300480332302
D036_350,Dog,296,1379.5,3.3840143047177786,0.9152758484640633
D037_350,Dog,227,1200.5,2.594013219196786,0.8549307831151364
D038_350,Dog,278,981.4736842105264,4.080382407193797,0.9659510905834747
D039_350,Dog,243,981.8823529411765,3.10026700864411,0.8999702851192186
D040_350,Dog,221,1164.75,3.3599840087361574,0.9289657403361655
D041_350,Dog,397,1988.107142857143,3.276415416266351,0.9078923096790253
D042_350,Dog,244,1342.625,2.465005470975525,0.770884172100307
D043_350,Dog,389,2219.2307692307695,2.882228218159937,0.8204457572502686
D044_350,Dog,238,1313.3125,3.1764224801060235,0.9166245142741628
D045_350,Dog,255,995.4545454545455,2.8190067595759345,0.8627684128318017
D046_350,Dog,297,948.9230769230769,2.834844933980696,0.8845920045263737
D047_350,Dog,226,664.6206896551724,2.2361625564786816,0.7172890037452069
D048_350,Dog,235,1150.0555555555557,2.642535470442909,0.8708170660152986
D049_350,Dog,270,1010.4545454545455,3.052940871885216,0.8681074750210749
D050_350,Dog,352,1644.7,2.4316690871719304,0.7901042546608552
D051_350,Dog,237,1132.7894736842104,2.987303985784432,0.9074487747931151
D052_350,Dog,155,631.625,1.836962890151975,0.7139422150680488
