sample	mean	tmean10	median
SRR25158363	0.9713756338782241	0.9713756338782241	0.9713756338782241
SRR25158476	0.971368968293718	0.971368968293718	0.971368968293718
SRR25158260	0.9712941490404032	0.9712941490404032	0.9712941490404032
SRR25158342	0.9713331424729673	0.9713331424729673	0.9713331424729673
SRR25158459	0.9713797176961337	0.9713797176961337	0.9713797176961337
SRR25158256	0.9713033680863915	0.9713033680863915	0.9713033680863915
SRR25158306	0.9713882329238496	0.9713882329238496	0.9713882329238496
SRR25158354	0.9713037141054577	0.9713037141054577	0.9713037141054577
SRR25158299	0.9712635900624375	0.9712635900624375	0.9712635900624375
SRR25158405	0.9713736518218739	0.9713736518218739	0.9713736518218739
SRR25158258	0.9713102339653159	0.9713102339653159	0.9713102339653159
SRR25158182	0.9713854795114283	0.9713854795114283	0.9713854795114283
SRR25158227	0.971318260039793	0.971318260039793	0.971318260039793
SRR25158468	0.9713797253823533	0.9713797253823533	0.9713797253823533
SRR25158411	0.971366046640475	0.971366046640475	0.971366046640475
SRR25158213	0.9713695900402072	0.9713695900402072	0.9713695900402072
SNJ16_350	0.9713392987272184	0.9713392987272184	0.9713392987272184
7_350	0.9713728050959534	0.9713728050959534	0.9713728050959534
SNJ09_350	0.9713382128753112	0.9713382128753112	0.9713382128753112
30_350	0.9713798752951684	0.9713798752951684	0.9713798752951684
SNJ10_350	0.9713275791242885	0.9713275791242885	0.9713275791242885
21_350	0.9713803599088782	0.9713803599088782	0.9713803599088782
SNJ01_350	0.9713680216498944	0.9713680216498944	0.9713680216498944
6_350	0.971372378942675	0.971372378942675	0.971372378942675
29_350	0.9713717251492855	0.9713717251492855	0.9713717251492855
10_350	0.9713680274216911	0.9713680274216911	0.9713680274216911
24_350	0.9712790956584224	0.9712790956584224	0.9712790956584224
CPSNJ08_350	0.9713765630908462	0.9713765630908462	0.9713765630908462
SNJ19_350	0.9713626595443657	0.9713626595443657	0.9713626595443657
CPSNJ03_350	0.9713396690838769	0.9713396690838769	0.9713396690838769
SNJ15_350	0.9713290873682948	0.9713290873682948	0.9713290873682948
22_350	0.9713782538712211	0.9713782538712211	0.9713782538712211
4_350	0.9713109330412002	0.9713109330412002	0.9713109330412002
SNJ13_350	0.9713217644606191	0.9713217644606191	0.9713217644606191
CPSNJ01_350	0.9713751915258596	0.9713751915258596	0.9713751915258596
SNJ14_350	0.9713361613300125	0.9713361613300125	0.9713361613300125
CPSNJ10_350	0.971331384701834	0.971331384701834	0.971331384701834
CPSNJ11_350	0.9713387206328631	0.9713387206328631	0.9713387206328631
8_350	0.9713482718028467	0.9713482718028467	0.9713482718028467
11_350	0.9713794129077472	0.9713794129077472	0.9713794129077472
CPSNJ09_350	0.9713010877808328	0.9713010877808328	0.9713010877808328
SNJ20_350	0.9713704583445892	0.9713704583445892	0.9713704583445892
2_350	0.9713130975303969	0.9713130975303969	0.9713130975303969
SNJ03_350	0.9713649615638933	0.9713649615638933	0.9713649615638933
18_350	0.97136454688296	0.97136454688296	0.97136454688296
SNJ04_350	0.9713657362331488	0.9713657362331488	0.9713657362331488
27_350	0.9713706710115868	0.9713706710115868	0.9713706710115868
16_350	0.9713518125632592	0.9713518125632592	0.9713518125632592
CPSNJ04_350	0.9713542716368054	0.9713542716368054	0.9713542716368054
13_350	0.9713844411536753	0.9713844411536753	0.9713844411536753
19_350	0.9713769198034579	0.9713769198034579	0.9713769198034579
CPSNJ20_350	0.9713723929660159	0.9713723929660159	0.9713723929660159
SNJ02_350	0.9713776282388323	0.9713776282388323	0.9713776282388323
28_350	0.9713817253118536	0.9713817253118536	0.9713817253118536
CPSNJ16_350	0.9713440012117511	0.9713440012117511	0.9713440012117511
CPSNJ15_350	0.9713455763044206	0.9713455763044206	0.9713455763044206
CPSNJ19_350	0.9713572092342969	0.9713572092342969	0.9713572092342969
3_350	0.971327394860305	0.971327394860305	0.971327394860305
15_350	0.9713689023226564	0.9713689023226564	0.9713689023226564
5_350	0.9713572631913858	0.9713572631913858	0.9713572631913858
SNJ11_350	0.9713443369271263	0.9713443369271263	0.9713443369271263
26_350	0.9713781193121003	0.9713781193121003	0.9713781193121003
17_350	0.9713838689777202	0.9713838689777202	0.9713838689777202
20_350	0.9712395356085695	0.9712395356085695	0.9712395356085695
SNJ08_350	0.9713605222868446	0.9713605222868446	0.9713605222868446
CPSNJ02_350	0.9713877203581142	0.9713877203581142	0.9713877203581142
