run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR25158304	PRJNA983538	SAMN35729472	SRX20906683	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/004/SRR25158304/SRR25158304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/004/SRR25158304/SRR25158304_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/004/SRR25158304/SRR25158304.lite	
SRR25158305	PRJNA983538	SAMN35729471	SRX20906682	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/005/SRR25158305/SRR25158305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/005/SRR25158305/SRR25158305_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/005/SRR25158305/SRR25158305.lite	
SRR25158306	PRJNA983538	SAMN35729581	SRX20906681	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/006/SRR25158306/SRR25158306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/006/SRR25158306/SRR25158306_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/006/SRR25158306/SRR25158306.lite	
SRR25158309	PRJNA983538	SAMN35729468	SRX20906678	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/009/SRR25158309/SRR25158309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/009/SRR25158309/SRR25158309_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/009/SRR25158309/SRR25158309.lite	
SRR25158311	PRJNA983538	SAMN35729466	SRX20906676	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/011/SRR25158311/SRR25158311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/011/SRR25158311/SRR25158311_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/011/SRR25158311/SRR25158311.lite	
SRR25158316	PRJNA983538	SAMN35729427	SRX20906671	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/016/SRR25158316/SRR25158316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/016/SRR25158316/SRR25158316_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/016/SRR25158316/SRR25158316.lite	
SRR25158317	PRJNA983538	SAMN35729580	SRX20906670	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/017/SRR25158317/SRR25158317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/017/SRR25158317/SRR25158317_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/017/SRR25158317/SRR25158317.lite	
SRR25158319	PRJNA983538	SAMN35729425	SRX20906668	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/019/SRR25158319/SRR25158319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/019/SRR25158319/SRR25158319_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/019/SRR25158319/SRR25158319.lite	
SRR25158321	PRJNA983538	SAMN35729423	SRX20906666	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/021/SRR25158321/SRR25158321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/021/SRR25158321/SRR25158321_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/021/SRR25158321/SRR25158321.lite	
SRR25158322	PRJNA983538	SAMN35729422	SRX20906665	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/022/SRR25158322/SRR25158322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/022/SRR25158322/SRR25158322_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/022/SRR25158322/SRR25158322.lite	
SRR25158325	PRJNA983538	SAMN35729419	SRX20906662	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/025/SRR25158325/SRR25158325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/025/SRR25158325/SRR25158325_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/025/SRR25158325/SRR25158325.lite	
SRR25158327	PRJNA983538	SAMN35729417	SRX20906660	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/027/SRR25158327/SRR25158327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/027/SRR25158327/SRR25158327_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/027/SRR25158327/SRR25158327.lite	
SRR25158328	PRJNA983538	SAMN35729579	SRX20906659	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/028/SRR25158328/SRR25158328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/028/SRR25158328/SRR25158328_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/028/SRR25158328/SRR25158328.lite	
SRR25158335	PRJNA983538	SAMN35729410	SRX20906652	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/035/SRR25158335/SRR25158335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/035/SRR25158335/SRR25158335_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/035/SRR25158335/SRR25158335.lite	
SRR25158337	PRJNA983538	SAMN35729504	SRX20906650	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/037/SRR25158337/SRR25158337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/037/SRR25158337/SRR25158337_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/037/SRR25158337/SRR25158337.lite	
SRR25158341	PRJNA983538	SAMN35729500	SRX20906646	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/041/SRR25158341/SRR25158341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/041/SRR25158341/SRR25158341_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/041/SRR25158341/SRR25158341.lite	
SRR25158343	PRJNA983538	SAMN35729498	SRX20906644	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/043/SRR25158343/SRR25158343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/043/SRR25158343/SRR25158343_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/043/SRR25158343/SRR25158343.lite	
SRR25158344	PRJNA983538	SAMN35729497	SRX20906643	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/044/SRR25158344/SRR25158344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/044/SRR25158344/SRR25158344_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/044/SRR25158344/SRR25158344.lite	
SRR25158346	PRJNA983538	SAMN35729496	SRX20906641	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/046/SRR25158346/SRR25158346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/046/SRR25158346/SRR25158346_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/046/SRR25158346/SRR25158346.lite	
SRR25158347	PRJNA983538	SAMN35729495	SRX20906640	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/047/SRR25158347/SRR25158347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/047/SRR25158347/SRR25158347_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/047/SRR25158347/SRR25158347.lite	
SRR25158348	PRJNA983538	SAMN35729494	SRX20906639	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/048/SRR25158348/SRR25158348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/048/SRR25158348/SRR25158348_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/048/SRR25158348/SRR25158348.lite	
SRR25158355	PRJNA983538	SAMN35729487	SRX20906632	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/055/SRR25158355/SRR25158355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/055/SRR25158355/SRR25158355_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/055/SRR25158355/SRR25158355.lite	
SRR25158357	PRJNA983538	SAMN35729486	SRX20906630	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/057/SRR25158357/SRR25158357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/057/SRR25158357/SRR25158357_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/057/SRR25158357/SRR25158357.lite	
SRR25158362	PRJNA983538	SAMN35729558	SRX20906625	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/062/SRR25158362/SRR25158362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/062/SRR25158362/SRR25158362_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/062/SRR25158362/SRR25158362.lite	
SRR25158365	PRJNA983538	SAMN35729555	SRX20906622	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/065/SRR25158365/SRR25158365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/065/SRR25158365/SRR25158365_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/065/SRR25158365/SRR25158365.lite	
SRR25158369	PRJNA983538	SAMN35729711	SRX20906618	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/069/SRR25158369/SRR25158369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/069/SRR25158369/SRR25158369_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/069/SRR25158369/SRR25158369.lite	
SRR25158370	PRJNA983538	SAMN35729710	SRX20906617	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/070/SRR25158370/SRR25158370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/070/SRR25158370/SRR25158370_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/070/SRR25158370/SRR25158370.lite	
SRR25158373	PRJNA983538	SAMN35729707	SRX20906614	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/073/SRR25158373/SRR25158373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/073/SRR25158373/SRR25158373_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/073/SRR25158373/SRR25158373.lite	
SRR25158375	PRJNA983538	SAMN35729706	SRX20906612	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/075/SRR25158375/SRR25158375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/075/SRR25158375/SRR25158375_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/075/SRR25158375/SRR25158375.lite	
SRR25158376	PRJNA983538	SAMN35729705	SRX20906611	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/076/SRR25158376/SRR25158376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/076/SRR25158376/SRR25158376_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/076/SRR25158376/SRR25158376.lite	
SRR25158377	PRJNA983538	SAMN35729704	SRX20906610	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/077/SRR25158377/SRR25158377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/077/SRR25158377/SRR25158377_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/077/SRR25158377/SRR25158377.lite	
SRR25158379	PRJNA983538	SAMN35729702	SRX20906608	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/079/SRR25158379/SRR25158379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/079/SRR25158379/SRR25158379_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/079/SRR25158379/SRR25158379.lite	
SRR25158380	PRJNA983538	SAMN35729701	SRX20906607	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/080/SRR25158380/SRR25158380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/080/SRR25158380/SRR25158380_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/080/SRR25158380/SRR25158380.lite	
SRR25158382	PRJNA983538	SAMN35729699	SRX20906605	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/082/SRR25158382/SRR25158382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/082/SRR25158382/SRR25158382_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/082/SRR25158382/SRR25158382.lite	
SRR25158383	PRJNA983538	SAMN35729698	SRX20906604	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/083/SRR25158383/SRR25158383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/083/SRR25158383/SRR25158383_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/083/SRR25158383/SRR25158383.lite	
SRR25158385	PRJNA983538	SAMN35729571	SRX20906602	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/085/SRR25158385/SRR25158385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/085/SRR25158385/SRR25158385_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/085/SRR25158385/SRR25158385.lite	
SRR25158387	PRJNA983538	SAMN35729695	SRX20906600	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/087/SRR25158387/SRR25158387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/087/SRR25158387/SRR25158387_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/087/SRR25158387/SRR25158387.lite	
SRR25158390	PRJNA983538	SAMN35729692	SRX20906597	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/090/SRR25158390/SRR25158390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/090/SRR25158390/SRR25158390_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/090/SRR25158390/SRR25158390.lite	
SRR25158391	PRJNA983538	SAMN35729691	SRX20906596	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/091/SRR25158391/SRR25158391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/091/SRR25158391/SRR25158391_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/091/SRR25158391/SRR25158391.lite	
SRR25158393	PRJNA983538	SAMN35729689	SRX20906594	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/093/SRR25158393/SRR25158393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/093/SRR25158393/SRR25158393_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/093/SRR25158393/SRR25158393.lite	
SRR25158394	PRJNA983538	SAMN35729688	SRX20906593	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/094/SRR25158394/SRR25158394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/094/SRR25158394/SRR25158394_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/094/SRR25158394/SRR25158394.lite	
SRR25158395	PRJNA983538	SAMN35729687	SRX20906592	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/095/SRR25158395/SRR25158395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/095/SRR25158395/SRR25158395_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/095/SRR25158395/SRR25158395.lite	
SRR25158396	PRJNA983538	SAMN35729570	SRX20906591	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/096/SRR25158396/SRR25158396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/096/SRR25158396/SRR25158396_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/096/SRR25158396/SRR25158396.lite	
SRR25158406	PRJNA983538	SAMN35729650	SRX20906581	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/006/SRR25158406/SRR25158406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/006/SRR25158406/SRR25158406_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/006/SRR25158406/SRR25158406.lite	
SRR25158409	PRJNA983538	SAMN35729647	SRX20906578	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/009/SRR25158409/SRR25158409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/009/SRR25158409/SRR25158409_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/009/SRR25158409/SRR25158409.lite	
SRR25158413	PRJNA983538	SAMN35729615	SRX20906574	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/013/SRR25158413/SRR25158413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/013/SRR25158413/SRR25158413_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/013/SRR25158413/SRR25158413.lite	
SRR25158417	PRJNA983538	SAMN35729611	SRX20906570	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/017/SRR25158417/SRR25158417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/017/SRR25158417/SRR25158417_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/017/SRR25158417/SRR25158417.lite	
SRR25158418	PRJNA983538	SAMN35729610	SRX20906569	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/018/SRR25158418/SRR25158418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/018/SRR25158418/SRR25158418_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/018/SRR25158418/SRR25158418.lite	
SRR25158426	PRJNA983538	SAMN35729603	SRX20906561	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/026/SRR25158426/SRR25158426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/026/SRR25158426/SRR25158426_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/026/SRR25158426/SRR25158426.lite	
SRR25158429	PRJNA983538	SAMN35729600	SRX20906558	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/029/SRR25158429/SRR25158429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/029/SRR25158429/SRR25158429_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/029/SRR25158429/SRR25158429.lite	
SRR25158431	PRJNA983538	SAMN35729598	SRX20906556	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/031/SRR25158431/SRR25158431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/031/SRR25158431/SRR25158431_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/031/SRR25158431/SRR25158431.lite	
SRR25158432	PRJNA983538	SAMN35729597	SRX20906555	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/032/SRR25158432/SRR25158432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/032/SRR25158432/SRR25158432_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/032/SRR25158432/SRR25158432.lite	
SRR25158434	PRJNA983538	SAMN35729596	SRX20906553	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/034/SRR25158434/SRR25158434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/034/SRR25158434/SRR25158434_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/034/SRR25158434/SRR25158434.lite	
SRR25158436	PRJNA983538	SAMN35729594	SRX20906551	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/036/SRR25158436/SRR25158436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/036/SRR25158436/SRR25158436_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/036/SRR25158436/SRR25158436.lite	
SRR25158438	PRJNA983538	SAMN35729508	SRX20906549	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/038/SRR25158438/SRR25158438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/038/SRR25158438/SRR25158438_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/038/SRR25158438/SRR25158438.lite	
SRR25158440	PRJNA983538	SAMN35729593	SRX20906547	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/040/SRR25158440/SRR25158440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/040/SRR25158440/SRR25158440_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/040/SRR25158440/SRR25158440.lite	
SRR25158445	PRJNA983538	SAMN35729578	SRX20906542	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/045/SRR25158445/SRR25158445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/045/SRR25158445/SRR25158445_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/045/SRR25158445/SRR25158445.lite	
SRR25158446	PRJNA983538	SAMN35729766	SRX20906541	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/046/SRR25158446/SRR25158446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/046/SRR25158446/SRR25158446_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/046/SRR25158446/SRR25158446.lite	
SRR25158448	PRJNA983538	SAMN35729764	SRX20906539	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/048/SRR25158448/SRR25158448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/048/SRR25158448/SRR25158448_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/048/SRR25158448/SRR25158448.lite	
SRR25158450	PRJNA983538	SAMN35729762	SRX20906537	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/050/SRR25158450/SRR25158450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/050/SRR25158450/SRR25158450_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/050/SRR25158450/SRR25158450.lite	
SRR25158458	PRJNA983538	SAMN35729756	SRX20906529	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/058/SRR25158458/SRR25158458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/058/SRR25158458/SRR25158458_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/058/SRR25158458/SRR25158458.lite	
SRR25158459	PRJNA983538	SAMN35729755	SRX20906528	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/059/SRR25158459/SRR25158459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/059/SRR25158459/SRR25158459_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/059/SRR25158459/SRR25158459.lite	
SRR25158469	PRJNA983538	SAMN35729746	SRX20906518	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/069/SRR25158469/SRR25158469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/069/SRR25158469/SRR25158469_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/069/SRR25158469/SRR25158469.lite	
SRR25158470	PRJNA983538	SAMN35729745	SRX20906517	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/070/SRR25158470/SRR25158470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/070/SRR25158470/SRR25158470_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/070/SRR25158470/SRR25158470.lite	
SRR25158474	PRJNA983538	SAMN35729741	SRX20906513	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/074/SRR25158474/SRR25158474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/074/SRR25158474/SRR25158474_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/074/SRR25158474/SRR25158474.lite	
SRR25158479	PRJNA983538	SAMN35729575	SRX20906508	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/079/SRR25158479/SRR25158479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/079/SRR25158479/SRR25158479_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/079/SRR25158479/SRR25158479.lite	
SRR25158481	PRJNA983538	SAMN35729735	SRX20906506	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/081/SRR25158481/SRR25158481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/081/SRR25158481/SRR25158481_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/081/SRR25158481/SRR25158481.lite	
SRR25158482	PRJNA983538	SAMN35729734	SRX20906505	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/082/SRR25158482/SRR25158482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/082/SRR25158482/SRR25158482_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/082/SRR25158482/SRR25158482.lite	
SRR25158489	PRJNA983538	SAMN35729727	SRX20906498	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/089/SRR25158489/SRR25158489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/089/SRR25158489/SRR25158489_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/089/SRR25158489/SRR25158489.lite	
SRR25158493	PRJNA983538	SAMN35729724	SRX20906494	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/093/SRR25158493/SRR25158493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/093/SRR25158493/SRR25158493_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/093/SRR25158493/SRR25158493.lite	
